"";"X";"Data.mostreig";"darrers_14";"darrers_7";"set_i_set";"mitjana_7";"N1.Concentracio.final";"Cabal.influent.últimes.24h.calculat";"Laboratori";"EDAR";"load_N1";"log_14";"log_7";"log_7_7";"log_mean_7";"log_N1";"sim_median_1_5";"sim_median_2_4";"sim_median_3_3";"sim_median_4_2";"sim_median_5_1"
"1074";1074;"2021-01-25";119;52;79;7,43;70683,18;2184;"EURECAT";"DSOL";154372065120;2,07554696139253;1,7160033436348;1,89762709129044;0,870988813760575;11,1885687139929;675499,450600629;80696,6872062798;9180,31761962632;1049,91738953848;124,779747606155
"1075";1075;"2021-01-25";1188;580;972;82,86;10068,48;25498;"EURECAT";"DTAR";256726103040;3,07481644064517;2,76342799356294;2,98766626492627;1,91834492896227;11,4094700285074;1125210,80281536;134342,338414248;15195,2093945252;1733,28228360092;208,370389826872
"1076";1076;"2021-01-25";447;259;420;37;139079,05;5902;"EURECAT";"DTOT";820844553100;2,65030752313194;2,41329976408125;2,6232492903979;1,56820172406699;11,9142609206727;3573771,01929132;432339,026806408;48994,5491752228;5592,96399410406;665,801072622817
"1077";1077;"2021-01-25";77;31;98;4,43;138516,38;3305;"EURECAT";"DTRG";457796635900;1,88649072517248;1,49136169383427;1,99122607569249;0,64640372622307;11,6606725969549;1994711,72704758;239625,35382641;27308,8913190341;3098,06547627957;369,441954565148
"1078";1078;"2021-01-25";8;5;8;0,71;14601,9;1749;"EURECAT";"DTRP";25538723100;0,903089986991944;0,698970004336019;0,903089986991944;-0,148741651280925;10,4071991793609;111389,493191825;13409,6509821361;1530,27748229252;173,474119849317;20,715687671133
"1079";1079;"2021-02-01";169;83;182;11,86;47888,83;4581;"UB_Girones";"DMAN";219378730230;2,22788670461367;1,91907809237607;2,26007138798507;1,07408468902824;11,3411945184459;957103,853443258;115344,866570084;13171,9106649277;1481,65456389106;178,425097272551
"1080";1080;"2021-02-01";337;135;215;19,29;6438,22;25380;"UB_Girones";"DIGU";163402023600;2,52762990087134;2,13033376849501;2,33243845991561;1,28533222764388;11,2132574306105;715011,561306256;85973,9537948864;9845,48225738046;1101,86544998805;132,484799435539
"1081";1081;"2021-02-01";455;208;361;29,71;15235,24;24210;"UB_Girones";"DMAS";368845160400;2,65801139665711;2,31806333496276;2,55750720190566;1,47290265180366;11,5668440894743;1614265,77304246;192741,237150021;21970,2093176141;2478,61127663628;300,186119369974
"1082";1082;"2021-02-01";60;30;46;4,29;14714,04;2254;"UB_Girones";"DSLL";33165446160;1,77815125038364;1,47712125471966;1,66275783168157;0,632457292184724;10,5206858440442;145489,348359416;17290,2582854021;1984,0613194254;225,33064340749;26,9439941929947
"1083";1083;"2021-02-01";1829;837;1408;119,57;14946,33;38402;"UB_Girones";"DGVC";573968964660;3,26221370547642;2,92272545799326;3,14860265480609;2,07762222924452;11,7588884100961;2516832,886178;300484,731557035;34242,9726189873;3890,62843848995;465,791000697578
"1084";1084;"2021-02-01";1946;920;1516;131,43;16157,15;49716;"UB_Girones";"DSFL";803268869400;3,28914283593233;2,96378782734556;3,18069920129603;2,11869450789784;11,9048609362529;3507940,84103185;422335,164801959;48053,4453018574;5451,74727882355;650,174546296984
"1085";1085;"2021-02-01";10858;5083;8717;726,14;18619,68;318482;"UB_Girones";"DBSS";5930032925760;4,03574983731966;3,7061201097027;3,94036704598567;2,86102036087343;12,7730571047363;26098217,3531094;3114639,61462403;353360,712746126;40157,402591741;4823,24796181965
"1086";1086;"2021-02-01";616;255;411;36,43;34832,13;13271;"UB_Girones";"DVLG";462257197230;2,78958071216443;2,40654018043396;2,61384182187607;1,56145917124192;11,6648836817413;2017317,89628667;242426,326225708;27501,9717947237;3122,40317183502;374,486312083679
"1087";1087;"2021-02-01";330;155;348;22,14;21045,55;22230;"UB_Girones";"DVIC";467842576500;2,51851393987789;2,19033169817029;2,54157924394658;1,3451776165427;11,6700997426925;2052548,34392592;246534,804087481;28000,6548847608;3155,58142939566;377,534506443219
"1088";1088;"2021-02-01";1280;546;958;78;20667,27;43488,9;"UB_Girones";"DTRS";898796838303;3,10720996964787;2,73719264270474;2,98136550907854;1,89209460269048;11,9536615360324;3926932,79191354;471040,839026661;53493,1256680573;6084,2520926752;730,871741049166
"1089";1089;"2021-02-01";282;102;196;14,57;24088,47;13460;"UB_Girones";"DPAM";324230806200;2,45024910831936;2,00860017176192;2,29225607135648;1,16345955176999;11,5108542761728;1418965,35772428;168694,567600842;19294,7662792186;2191,5825635937;262,939874384347
"1090";1090;"2021-02-01";70;26;67;3,71;68186,6;6420;"UB_Girones";"DRIP";437757972000;1,84509804001426;1,41497334797082;1,82607480270083;0,569373909615046;11,641234063754;1913890,60868002;228573,874284033;26102,0983412627;2965,01251049247;354,933496339085
"1091";1091;"2021-02-01";658;376;717;53,71;82514,05;16112;"UB_Girones";"DOLO";1329466373600;2,81822589361396;2,57518784492766;2,8555191556678;1,7300551523755;12,1236773571285;5795347,09484625;698361,409971868;78976,7661526002;9059,46217826426;1079,11749739802
"1092";1092;"2021-02-01";107;48;68;6,86;2314,4;8050;"UB_Girones";"DLDM";18630920000;2,02938377768521;1,68124123737559;1,83250891270624;0,836324115706752;10,2702343010078;81682,3000361002;9733,56363231544;1110,63725184582;126,009738569485;15,0501063672493
"1093";1093;"2021-02-01";625;327;500;46,71;1101599,21;35480;"Virus Entèrics-UB";"DLLL";39084739970800;2,79588001734408;2,51454775266029;2,69897000433602;1,66940986728778;13,5920072269591;170258729,810754;20511473,4183664;2345197,39087536;264575,741473568;31793,313738714
"1094";1094;"2021-02-01";148;77;118;11;157649,24;9748;"Virus Entèrics-UB";"DBAY";1536764791520;2,17026171539496;1,88649072517248;2,07188200730613;1,04139268515823;12,1866074019423;6715595,52738038;803129,294115187;91451,6255424778;10430,5934452608;1247,79109627519
"1095";1095;"2021-02-01";691;364;634;52;1042457,28;38497;"Virus Entèrics-UB";"DGIR";40131477908160;2,8394780473742;2,56110138364906;2,80208925788173;1,7160033436348;13,6034851536421;175076545,419771;20982143,816996;2393101,01089801;271515,884951937;32458,3196254203
"1096";1096;"2021-02-01";569;234;437;33,43;1206361,28;22616;"Virus Entèrics-UB";"DGRA";27283066708480;2,75511226639507;2,36921585741014;2,64048143697042;1,52413637659257;13,435893184889;119239696,010918;14309995,4871994;1632605,65429108;184124,450685724;22145,6718519096
"1097";1097;"2021-02-01";1406;647;1131;92,43;951565,38;50325;"Virus Entèrics-UB";"DMIR";47887527748500;3,14798532068381;2,8109042806687;3,05346260492546;1,9658129530366;13,6802224166438;209134293,606049;25214004,9072042;2843669,756298;326398,286322269;38826,9049152485
"1098";1098;"2021-02-01";410;189;321;27;1058906,32;15067;"Virus Entèrics-UB";"DVDP";15954541523440;2,61278385671974;2,27646180417324;2,50650503240487;1,43136376415899;13,202884328636;69808062,8171444;8330032,67358214;945916,541709549;107799,519435142;12888,24309368
"1099";1099;"2021-02-01";6192;2880;4995;411,43;1865310,12;192140;"Virus Entèrics-UB";"DPDL";358400686456800;3,79183094767484;3,45939248775923;3,698535492562;2,61429595570931;14,5543688328096;1565443596,1892;187160393,263605;21428381,694202;2431021,61634161;289666,68340891
"1100";1100;"2021-02-01";64;39;67;5,57;514707,2;4841,87;"Virus Entèrics-UB";"DBER";2492145350464;1,80617997398389;1,5910646070265;1,82607480270083;0,745855195173729;12,3965733682695;10921360,4267081;1311743,8700804;148550,937034686;16790,5568174998;2024,12696400827
"1101";1101;"2021-02-01";889;364;607;52;1220127,45;23978;"Virus Entèrics-UB";"DRUB";29256215996100;2,94890176097021;2,56110138364906;2,78318869107526;1,7160033436348;13,4662181537002;127575992,326934;15392222,0229196;1735313,17970537;197572,012901394;23694,0674607771
"1102";1102;"2021-02-01";32;11;19;1,57;1190275,57;6791;"Virus Entèrics-UB";"DPUI";8083161395870;1,50514997831991;1,04139268515823;1,27875360095283;0,195899652409234;12,9075812504101;35354697,4087661;4257922,62947307;480446,278276891;54488,8818574203;6565,37168876009
"1103";1103;"2021-02-01";276;116;231;16,57;599956,77;16606;"Virus Entèrics-UB";"DABR";9962882122620;2,44090908206522;2,06445798922692;2,36361197989214;1,21932250841934;12,9983849919261;43463125,5259324;5193521,36987474;593511,693394377;67443,7183326579;8112,63641543503
"1104";1104;"2021-02-01";195;92;150;13,14;1674186,55;8783;"Virus Entèrics-UB";"DMRT";14704380468650;2,29003461136252;1,96378782734556;2,17609125905568;1,11859536522376;13,1674467313446;64500288,2204207;7697826,31682662;874246,381460384;99439,0174048107;11975,195178362
"1105";1105;"2021-02-01";1504;675;1151;96,43;2136931,13;21450;"Virus Entèrics-UB";"DSRS";45837172738500;3,17724783625562;2,82930377283102;3,06107532362979;1,98421216676143;13,6612178222679;200724527,407491;24048449,9710865;2731393,63477009;311153,05360789;37090,5469602691
"1106";1106;"2021-02-01";288;129;253;18,43;1525254,74;12192;"Virus Entèrics-UB";"DFIG";18595905790080;2,45939248775923;2,11058971029925;2,40312052117582;1,26552533521907;13,2694173373093;81410271,6940204;9685373,62949526;1111162,21229592;125899,603134665;15182,7933622856
"1107";1107;"2021-02-01";117;37;76;5,29;2048,21;3246;"EURECAT";"DAMP";6648489660;2,06818586174616;1,56820172406699;1,88081359228079;0,723455672035186;9,82272299766004;28994,2706767452;3472,44644976463;395,942476276008;45,242992795504;5,39400532443358
"1108";1108;"2021-02-01";9;7;11;1;24002,02;301;"EURECAT";"DFAL";7224608020;0,954242509439325;0,845098040014257;1,04139268515823;0;9,85881428888615;31474,6471545557;3809,65903100856;431,512810063857;49,0557731445311;5,84334788471499
"1109";1109;"2021-02-01";53;16;24;2,29;15269,76;1569;"EURECAT";"DBBL";23958253440;1,72427586960079;1,20411998265592;1,38021124171161;0,359835482339888;10,3794551547432;104251,226128938;12568,731718605;1416,43512386157;162,139076767551;19,3599523375055
"1110";1110;"2021-02-01";20;11;32;1,57;29684,32;1336;"EURECAT";"DCER";39658251520;1,30102999566398;1,04139268515823;1,50514997831991;0,195899652409234;10,5983335628205;173538,516011233;20769,8762491358;2366,45731345586;267,548110362211;32,1398597937445
"1111";1111;"2021-02-01";702;380;612;54,29;1507,51;40524;"EURECAT";"DLLE";61090335240;2,84633711212981;2,57978359661681;2,78675142214556;1,73471984165568;10,7859725083778;267502,197656121;32129,9142855695;3588,4747547238;413,701401944786;49,4225367695519
"1112";1112;"2021-02-01";124;45;97;6,43;13517,4;8805,55;"EURECAT";"DVAL";119028141570;2,09342168516224;1,65321251377534;1,98677173426624;0,808210972924222;11,0756496528519;520957,007835578;62247,8297630647;7060,97618878545;806,456472388046;96,5863013788795
"1113";1113;"2021-02-01";28;18;26;2,57;4138,32;1259,8;"EURECAT";"DMLN";5213455536;1,44715803134222;1,25527250510331;1,41497334797082;0,409933123331295;9,71712567392523;22745,9123112612;2725,67503183606;309,320962939516;35,1574569821597;4,22598414109186
"1114";1114;"2021-02-01";648;224;359;32;26893,47;16114;"EURECAT";"DRUS";433361375580;2,81157500587059;2,35024801833416;2,55509444857832;1,50514997831991;11,6368502011232;1897330,96183431;227497,509869514;25853,8584144083;2936,69601919297;349,771170463715
"1115";1115;"2021-02-01";70;28;71;4;1656,5;2078;"EURECAT";"DSOL";3442207000;1,84509804001426;1,44715803134222;1,85125834871908;0,602059991327962;9,53683698343914;15041,7881672754;1813,36851845994;205,876178033741;23,2698277144948;2,79181502330383
"1116";1116;"2021-02-01";904;383;594;54,71;22451,63;23597;"EURECAT";"DTAR";529791113110;2,95616843047536;2,58319877396862;2,77378644498119;1,73806671477747;11,7241046690241;2320541,72665798;276864,844678802;31680,7151162246;3606,34808266988;429,741704241463
"1117";1117;"2021-02-01";385;142;190;20,29;35313,62;5517;"EURECAT";"DTOT";194825241540;2,5854607295085;2,15228834438306;2,27875360095283;1,30728204703335;11,2896452233402;850559,098964646;102285,322536583;11625,200420312;1314,67247881827;157,333787977437
"1118";1118;"2021-02-01";12;4;13;0,57;7100,84;387;"EURECAT";"DSOR";2748025080;1,07918124604762;0,602059991327962;1,11394335230684;-0,244125144327509;9,43902069201775;12001,6380294531;1446,86151629084;163,987576956724;18,5106900515241;2,23172811485285
"1119";1119;"2021-02-01";128;40;82;5,71;2408,3;8900;"EURECAT";"DVIE";21433870000;2,10720996964787;1,60205999132796;1,91381385238372;0,756636108245848;10,3311005923159;93526,8803399214;11196,1878767904;1273,4692423204;144,343966912139;17,3968308271657
"1120";1120;"2021-02-08";215;80;132;11,43;2361,27;25590;"UB_Girones";"DIGU";60424899300;2,33243845991561;1,90308998699194;2,12057393120585;1,05804623039528;10,7812159353148;264618,543283881;31582,3917260265;3579,62692284877;407,202564207189;49,1500592611739
"1121";1121;"2021-02-08";361;153;201;21,86;7939,95;22152;"UB_Girones";"DMAS";175885772400;2,55750720190566;2,1846914308176;2,30319605742049;1,33965015761368;11,2452307103041;768761,739381473;92170,3229349268;10412,0523072129;1192,83917913625;142,35995117473
"1122";1122;"2021-02-08";1408;571;739;81,57;7251,85;44371;"UB_Girones";"DGVC";321771836350;3,14860265480609;2,75663610824585;2,86864443839483;1,91153046230716;11,5075480290326;1409398,63396934;168772,253578383;19047,0460476637;2169,50462094956;260,935441053626
"1123";1123;"2021-02-08";1516;596;743;85,14;5721,58;54062;"UB_Girones";"DSFL";309320057960;3,18069920129603;2,77524625974024;2,87098881376058;1,93013364584112;11,4904080828836;1362269,72643065;162466,030065892;18276,3793779446;2089,88381762725;251,438241336195
"1124";1124;"2021-02-08";8717;3634;4873;519,14;21952,88;424649;"UB_Girones";"DBSS";9322268539120;3,94036704598567;3,56038492297202;3,68779641138129;2,71528449277792;12,9695216091499;40803997,8922083;4905231,06813452;553462,439186709;63272,3454106005;7561,87708275041
"1125";1125;"2021-02-08";411;156;209;22,29;3234,21;16760;"UB_Girones";"DVLG";54205359600;2,61384182187607;2,19312459835446;2,32014628611105;1,34811006848024;10,7340422298894;237325,414228641;28416,2906346982;3230,44685092369;368,428921892356;43,6985436243155
"1126";1126;"2021-02-08";1215;496;655;70,86;30059,64;24650;"UB_Girones";"DMAT";740970126000;3,08457627793433;2,6954816764902;2,81624129999178;1,85040114799716;11,8698006987015;3240372,63521021;388619,396434862;44314,745640434;5021,24484140536;599,241837202724
"1127";1127;"2021-02-08";348;193;257;27,57;12295,69;23332;"UB_Girones";"DVIC";286883039080;2,54157924394658;2,28555730900777;2,40993312333129;1,44043676610577;11,4577048729176;1252018,92009845;150882,805634284;17076,4765717594;1956,15491153034;232,979803202843
"1128";1128;"2021-02-08";958;412;544;58,86;7683,55;44609;"UB_Girones";"DTRS";342755481950;2,98136550907854;2,61489721603313;2,73559889969818;1,76982025776359;11,5349844095202;1503519,51270734;178348,046916588;20359,9974385834;2320,64703427408;277,854339308701
"1129";1129;"2021-02-08";196;94;142;13,43;4702,68;16531;"UB_Girones";"DPAM";77740003080;2,29225607135648;1,9731278535997;2,15228834438306;1,12807601266872;10,8906445535017;340130,048368114;40618,5696266754;4664,80287730335;529,873772402638;62,912417498587
"1130";1130;"2021-02-08";67;41;55;5,86;25546,12;8373;"UB_Girones";"DRIP";213897662760;1,82607480270083;1,61278385671974;1,74036268949424;0,767897616018091;11,3302060391018;939108,604964027;112300,212512559;12764,4268391297;1448,27966854913;173,447442935141
"1131";1131;"2021-02-08";717;341;472;48,71;19205,97;16664;"UB_Girones";"DOLO";320048284080;2,8555191556678;2,5327543789925;2,67394199863409;1,68761812957177;11,5052155030938;1403867,78185807;168410,572365036;19144,2387444839;2175,03226701324;258,972214451146
"1132";1132;"2021-02-08";92;39;50;5,57;3217,03;9639;"UB_Girones";"DBLN";31008952170;1,96378782734556;1,5910646070265;1,69897000433602;0,745855195173729;10,4914870911494;135699,018062975;16203,9372846775;1837,08565282123;208,761195240432;25,119891260615
"1133";1133;"2021-02-08";67;36;38;5,14;17015,36;3303;"EURECAT";"DAMP";56201734080;1,82607480270083;1,55630250076729;1,57978359661681;0,710963118995276;10,7497497157427;246537,250835913;29369,73672413;3344,59347567789;380,190964977377;45,6007537980359
"1134";1134;"2021-02-08";45;22;23;3,14;5557,61;7074;"EURECAT";"DBAL";39314533140;1,65321251377534;1,34242268082221;1,36172783601759;0,496929648073215;10,5945531227868;172369,134908223;20601,1725587562;2333,23709586332;264,950776614237;31,8423042713442
"1135";1135;"2021-02-08";8;3;4;0,43;12748,95;432;"EURECAT";"DFAL";5507546400;0,903089986991944;0,477121254719662;0,602059991327962;-0,366531544420413;9,74095816468419;24127,4976682972;2877,35889165979;326,310328407721;37,1899413481912;4,46382881992222
"1136";1136;"2021-02-08";144;51;53;7,29;7188,97;18322;"EURECAT";"DFON";131716308340;2,15836249209525;1,70757017609794;1,72427586960079;0,862727528317975;11,1196395500839;575464,533021924;68755,3627868395;7841,18684144404;895,230896662966;106,292758991562
"1137";1137;"2021-02-08";8;5;5;0,71;26477,17;583;"EURECAT";"DGAN";15436190110;0,903089986991944;0,698970004336019;0,698970004336019;-0,148741651280925;10,1885401186436;67512,1261718176;8078,17376691755;914,539905814355;104,494717084821;12,5179347697759
"1138";1138;"2021-02-08";555;208;219;29,71;20503,2;49136;"EURECAT";"DLLE";1007445235200;2,74429298312268;2,31806333496276;2,34044411484012;1,47290265180366;12,0032214471736;4403499,95742149;525591,326577966;59959,8785832271;6829,15040331826;820,52462941413
"1139";1139;"2021-02-08";6;1;1;0,14;1087,67;1421;"EURECAT";"DMOB";1545579070;0,778151250383644;0;0;-0,853871964321762;9,18909122796049;6737,57981926091;812,270703856195;91,9059549697026;10,4559331115967;1,25803237308986
"1140";1140;"2021-02-08";10;7;7;1;35150,25;1084;"EURECAT";"DPSU";38102871000;1;0,845098040014257;0,845098040014257;0;10,5809577004127;166288,994837277;19978,8883367985;2272,29953889004;258,428473750175;30,9233454937791
"1141";1141;"2021-02-08";335;115;122;16,43;34247,5;15844;"EURECAT";"DRUS";542617390000;2,52504480703685;2,06069784035361;2,08635983067475;1,21563756343506;11,7344937080766;2370099,89221793;284228,181620825;32397,8519555699;3659,92778834707;438,415362707491
"1142";1142;"2021-02-08";72;42;42;6;215710,52;2720;"EURECAT";"DSOL";586732614400;1,85733249643127;1,6232492903979;1,6232492903979;0,778151250383644;11,7684402297883;2572154,2637239;308199,117467982;35032,2829356788;3984,15340435825;476,624475285856
