EDAR provincia;EDAR;Data mostreig;Mitjana darrers 7 dies (promig);Nº casos darrers 7 dies (acum);Nº casos darrers 14 dies (acum);Nº casos darrers 7 dies i següents 7 dies;Nº casos dia -7;Nº casos dia -6;Nº casos dia -5;Nº casos dia -4;Nº casos dia -3;Nº casos dia -2;Nº casos dia -1;Nº casos dia 0;Nº casos dia 1;Nº casos dia 2;Nº casos dia 3;Nº casos dia 4;Nº casos dia 5;Nº casos dia 6;Nº casos dia 7;Nº habitants municipis assistits EDAR;ID mostra;Laboratori;Mètode concentració;Data Concentració;Control intern proces/Concentració;Concentració de l'estoc/Concentracio;Volum afegit/Concentració;Data anàlisi molecular;Volum mostra processat;Volum control intern;Volum concentrat;Factor concentració;Volum de concentrat per extracció;Volum extracte RNA;Volum RNA per RT-qPCR;Volum equivalent analitzat;Observacions mostra;Control interno;CI Limit of detection (LDt);CI Limit of detection (LDe);CI Limit of detection (LQe);CI Ct (1)/rep#1;CI Ct (1)/rep#2;CI Ct (1/10)/rep#1;CI Ct (1/10)/rep#2;CI Concentracio final;CI Categoria;CI % Recuperació;N1 Nom diana;N1 Limit of detection (LDt);N1 Limit of detection (LDe);N1 Limit of detection (LQe);N1 Ct (1)/rep#1;N1 Ct (1)/rep#2;N1 Ct (1/10)/rep#1;N1 Ct (1/10)/rep#2;N1 Concentracio final;N1 Categoria;N1 càrrega;N1 spline;N1 tendència concentració;N1 tendència càrrega;N1 tendència spline;N2 Nom diana;N2 Limit of detection (LDt);N2 Limit of detection (LDe);N2 Limit of detection (LQe);N2 Ct (1)/rep#1;N2 Ct (1)/rep#2;N2 Ct (1/10)/rep#1;N2 Ct (1/10)/rep#2;N2 Concentracio final;N2 Categoria;N2 càrrega;N2 spline;N2 tendència concentració;N2 tendència càrrega;N2 tendència spline;IP4 Nom diana;IP4 Limit of detection (LDt);IP4 Limit of detection (LDe);IP4 Limit of detection (LQe);IP4 Ct (1)/rep#1;IP4 Ct (1)/rep#2;IP4 Ct (1/10)/rep#1;IP4 Ct (1/10)/rep#2;IP4 Concentracio final;IP4 Categoria;IP4 càrrega;IP4 spline;IP4 tendència concentració;IP4 tendència càrrega;IP4 tendència spline;E Nom diana;E Limit of detection (LDt);E Limit of detection (LDe);E Limit of detection (LQe);E Ct (1)/rep#1;E Ct (1)/rep#2;E Ct (1/10)/rep#1;E Ct (1/10)/rep#2;E Concentracio final;E Categoria;E càrrega;E spline;E tendència concentració;E tendència càrrega;E tendència spline;Adenovirus humans Nom diana;Adenovirus humans Limit of detection (LDt);Adenovirus humans Limit of detection (LDe);Adenovirus humans Limit of detection (LQe);Adenovirus humans Ct (1)/rep#1;Adenovirus humans Ct (1)/rep#2;Adenovirus humans Ct (1/10)/rep#1;Adenovirus humans Ct (1/10)/rep#2;Adenovirus humans Concentracio final;Adenovirus humans Categoria;Adenovirus humans càrrega;Adenovirus humans spline;Adenovirus humans tendència concentració;Adenovirus humans tendència càrrega;Adenovirus humans tendència spline;Slope;Trend;LowCI;HighCI;PDC;x;y;LLoc presa de mostra;Retorns al punt de mostreig;Tipus mostreig;Mostra integrada de;Tipus mostra integrada;Funcionament correcte mostrejador;Nº ampolles submostra;Freqüència de succió del mostrejador;Inici mostreig;Final mostreig;Cabal influent últimes 24h;Cabal influent últimes 24h calculat;Cabal màxim registrat;Cabal mínim registrat;Aigua residual de font industrial;Temperatura aigua residual entrada;Precipitació registrada últimes 24h;Conductivitat;SST;SSV;NO2;NO3;PO4;NH4;TKN;TP;pH;DQO;DQO filtrada;DBO5;E. coli;Observacions;Mostra enviada;CI Control interno;MS2  Nom diana;MS2  Limit of detection (LDt);MS2  Limit of detection (LDe);MS2  Limit of detection (LQe);MS2  Ct (1)/rep#1;MS2  Ct (1)/rep#2;MS2  Ct (1/10)/rep#1;MS2  Ct (1/10)/rep#2;MS2  Concentracio final;MS2  Categoria; Nom diana; Limit of detection (LDt); Limit of detection (LDe); Limit of detection (LQe); Ct (1)/rep#1; Ct (1)/rep#2; Ct (1/10)/rep#1; Ct (1/10)/rep#2; Concentracio final; Categoria;N1r Nom diana;N1r Limit of detection (LDt);N1r Limit of detection (LDe);N1r Limit of detection (LQe);N1r Ct (1)/rep#1;N1r Ct (1)/rep#2;N1r Ct (1/10)/rep#1;N1r Ct (1/10)/rep#2;N1r Concentracio final;N1r Categoria;N2r Nom diana;N2r Limit of detection (LDt);N2r Limit of detection (LDe);N2r Limit of detection (LQe);N2r Ct (1)/rep#1;N2r Ct (1)/rep#2;N2r Ct (1/10)/rep#1;N2r Ct (1/10)/rep#2;N2r Concentracio final;N2r Categoria
Barcelona;DMIR;2020-11-02;153.00;1071;2034;2076;204;144;171;138;204;116;94;185;178;135;132;150;55;54;116;269784;DMIR-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;2.50;80.00;300.00;100.00;5.00;1.20;;TGEV;833.33;833.33;0.00;19.61;20.11;22.07;24.80;883733.25;3.03;12.8077;N1;833.33;833.33;41666.67;30.58;29.71;32.45;33.15;7798992.19;3.97;429474902140126.31;263685541951282.13;0,0742;0,08524742;-0,009286425;;;;;;;;;;;;;;;;IP4;833.33;833.33;8333.33;31.81;32.19;34.76;32.99;1467616.19;3.25;80818688266158.08;47110479950158.88;0,3342;0,345255533;0,082426458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,056514286;PLATEAU;-0,223889745;0,110861174;-12,20177938;"0; 7; 14";"6.8920; 6.8178; 6.1008";Abans de dessorrador/desgreixador;FALSE;Automàtic;;;1;24;;2020-11-02;2020-11-03;55068.00;55068;2294.00;1020.00;0.00;21.80;0.00;1555.00;176.00;160.00;0.19;0.77;4.11;48.20;73.00;8.23;7.80;604.00;226.00;229.00;0.00;La ubicació del Tomamostres és abans del pretractament, no te número d'ampolles de submostra perquè integra a la mateixa botella 130 ml cada 15 minuts i el volum final és 12,48 litres en 24h. Canvia de garrafa a les 6h.;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMDV;2020-11-02;143.29;1003;2158;1986;198;190;158;114;150;96;97;209;162;122;120;118;84;32;136;201403;DMDV-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;2.00;100.00;300.00;100.00;5.00;1.50;;TGEV;666.67;666.67;0.00;20.77;18.40;21.25;22.37;1335176.93;3.30;19.3504;N1;666.67;666.67;33333.33;29.80;29.63;33.32;33.05;5945172.11;3.95;175180441352232.72;108038912615697.11;1,3917;1,384710873;0,256821083;;;;;;;;;;;;;;;;IP4;666.67;666.67;6666.67;32.68;34.74;33.27;34.26;1138634.56;3.23;33551005994609.46;20687341929613.63;1,581;1,574101899;0,038956067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,027539286;PLATEAU;-0,289525625;0,234447053;-6,144286783;"0; 14; 28";"6.7742; 5.3825; 6.0031";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;29466.00;29466;2300.00;810.00;56.04;0.00;0.00;0.00;267.00;0.00;0.30;0.70;0.00;36.10;54.80;6.15;7.70;577.00;0.00;320.00;5480000.00;55,5 NT;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAT;2020-11-02;149.86;1049;2364;1860;217;184;172;189;167;80;40;146;149;129;75;116;59;33;104;188197;DMAT-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.40;200.00;140.00;60.00;5.00;2.33;;MS2;428.57;428.57;0.00;100.00;28.07;30.03;30.65;Infinity;Infinity;Infinity;N1;428.57;428.57;4140.00;31.42;31.26;34.18;32.76;276299.40;2.81;6852225219127.90;3427007557711.66;0,5574;0,550449711;-0,071864701;N2;428.57;428.57;4045.71;33.28;34.15;34.11;35.35;30888.03;1.86;766023143387.42;1699063215244.09;-0,6109;-0,617908338;-0,160961317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;428.57;3231.43;4092.86;100.00;34.42;100.00;100.00;9513.53;1.35;235935460077.66;;NaN;0,197171123;NaN;-0,015435714;PLATEAU;-0,249443688;0,21857226;-3,491784409;"0; 7; 14";"5.4414; 4.8840; 5.2253";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;24800.00;24800;1900.00;100.00;35.00;18.00;0.00;1740.00;352.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.60;735.00;0.00;440.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAS;2020-11-02;46.86;328;602;712;62;56;64;48;64;11;23;65;43;67;53;64;20;16;56;92243;DMAS-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.42;190.48;140.00;60.00;5.00;2.22;;MS2;450.00;450.00;0.00;100.00;28.72;31.90;31.81;Infinity;Infinity;Infinity;N1;450.00;450.00;4347.00;34.01;33.48;36.52;35.53;52201.94;2.06;1100834561211.00;619782766767.91;0,181;0,15670354;-0,104576059;N2;450.00;450.00;4248.00;32.82;32.42;33.48;33.91;60376.51;2.13;1273219926408.13;486366725560.47;0,6262;0,601873498;-0,118353959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;450.00;3393.00;4297.50;100.00;35.47;38.78;38.71;7818.11;1.24;164868301130.02;;NaN;0,054911776;NaN;-0,012764286;PLATEAU;-0,060492851;0,03496428;-2,896314336;"0; 7; 14";"4.7177; 4.5367; 4.5390";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;;2020-11-02;2020-11-03;21088.00;21088;1198.80;428.40;6.00;0.00;0.00;;298.00;232.00;0.03;6.30;1.82;33.90;51.50;6.80;7.80;558.00;0.00;230.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DMAN;2020-11-02;24.86;174;365;363;36;47;23;33;23;5;7;38;34;24;22;21;11;7;32;27898;DMAN-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.45;177.78;140.00;60.00;5.00;2.07;;MS2;482.14;482.14;0.00;100.00;28.07;31.84;31.37;Infinity;Infinity;Infinity;N1;482.14;482.14;4657.50;32.56;32.98;35.65;35.73;78733.02;2.21;379335691191.81;318223892285.90;0,0384;-0,110089322;-0,12547873;N2;482.14;482.14;4551.43;31.94;31.85;35.29;35.00;22873.48;1.68;110204435712.37;172063986861.64;-0,2384;-0,386778052;-0,190935281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;482.14;3635.36;4604.46;100.00;32.90;33.76;36.12;196479.56;2.61;946638496244.59;;NaN;-0,074998032;NaN;-0,001071429;PLATEAU;-0,01716322;0,015020363;-0,246401478;"0; 7; 14";"4.8962; 4.8578; 4.8812";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;1 h;2020-11-02;2020-11-02;4818.00;4818;0.00;0.00;20.00;0.00;0.00;;276.00;0.00;0.00;0.00;0.00;52.00;0.00;8.90;7.83;473.00;0.00;0.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DLLE;2020-11-02;72.86;510;1124;1047;92;64;92;95;95;32;40;99;75;86;78;82;22;22;73;145211;DLLE-2020-11-02;EURECAT;CENTRICON;2020-11-03;MS2;18100000000.00;1000.00;2020-11-04;70.00;1000.00;0.23;304.35;230.00;60.00;5.00;5.83;;MS2;171.43;171.43;0.00;100.00;100.00;21.56;21.23;798114158.25;6.67;0.3087;N1;171.43;171.43;0.00;34.39;33.87;35.25;35.27;70095.01;2.61;3199977245599.24;1486907679219.88;0,5474;0,671891993;0,053255057;N2;171.43;171.43;0.00;35.49;39.63;35.62;34.09;148541.77;2.94;6781228906729.65;2870272261331.45;1,5773;1,701832859;0,035833423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,049914286;PLATEAU;-0,153026734;0,053198163;-10,85731433;"0; 7; 14";"4.8457; 4.2983; 4.1469";Abans de dessorrador/desgreixador;FALSE;Automàtic;;Composta en relació al cabal (diferent volum per ampolla);1;24;20 min;2020-11-02;2020-11-03;45652.00;45652;2229.00;1327.00;0.00;15.83;0.00;1044.00;130.00;0.00;0.28;0.61;0.00;24.40;37.42;4.39;7.79;320.00;0.00;100.00;5230000.00;"E. coli expresada en NMP/100 mL; TKN estimado. ";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DIGU;2020-11-02;34.00;238;463;398;63;30;45;27;43;18;12;25;31;22;20;16;13;10;23;66048;DIGU-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.28;285.71;140.00;60.00;5.00;3.33;;MS2;300.00;300.00;0.00;100.00;3203.00;32.63;32.37;Infinity;Infinity;Infinity;N1;300.00;300.00;2898.00;37.90;100.00;100.00;38.03;6128.80;1.31;126192044433.50;103438004896.94;0,241;0,491206071;-0,02750924;N2;300.00;300.00;2832.00;37.02;37.06;100.00;100.00;420.95;0.15;8667307761.73;188314851305.59;0,8907;0,035066914;1,064989392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;300.00;2262.00;2865.00;100.00;34.27;36.00;34.54;82488.97;2.44;1698447933610.90;;NaN;-0,112039703;NaN;-0,010621429;PLATEAU;-0,242129707;0,22088685;-2,416010018;"0; 7; 14";"3.7874; 3.2685; 3.6387";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;20590.00;20590;0.00;0.00;0.00;0.00;0.00;0.00;209.00;0.00;0.97;1.20;3.70;7.00;22.00;0.00;8.10;240.00;0.00;70.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DGRA;2020-11-02;72.43;507;1116;949;125;105;82;57;69;31;38;87;80;48;64;45;33;22;63;97996;DGRA-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;2.50;80.00;300.00;100.00;5.00;1.20;;TGEV;833.33;833.33;0.00;17.85;19.02;19.80;21.88;3342219.54;3.60;48.4380;N1;833.33;833.33;41666.67;29.17;30.66;32.29;32.59;9760477.13;4.07;218088101059786.66;148888103720149.88;0,0387;0,019426973;-0,02126937;;;;;;;;;;;;;;;;IP4;833.33;833.33;8333.33;30.44;30.11;31.96;33.62;2040623.30;3.39;45595686983080.16;25885615199755.50;0,4414;0,422151823;0,078847791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,039128571;PLATEAU;-0,161613662;0,083356519;-8,615733864;"0; 7; 14";"6.9895; 6.9508; 6.4417";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;22344.00;22344;1258.00;469.00;0.00;0.00;0.00;;536.00;0.00;0.00;0.00;0.00;36.70;57.00;16.50;7.86;829.00;0.00;550.00;8660000.00;Ntotal =  57,4 ppm;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DGIR;2020-11-02;132.43;927;1866;1792;176;182;190;57;148;95;79;176;167;104;106;105;42;41;124;153162;DGIR-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;2.00;100.00;300.00;100.00;5.00;1.50;;TGEV;666.67;666.67;0.00;17.54;18.65;22.41;22.09;1583646.43;3.38;22.9514;N1;666.67;666.67;33333.33;29.51;29.22;32.89;32.12;8588712.16;4.11;346597479318768.69;235422255947876.88;-0,088;-0,038572312;-0,035994912;;;;;;;;;;;;;;;;IP4;666.67;666.67;6666.67;31.97;29.50;33.05;33.05;1332154.77;3.30;53759105590456.32;25429017077135.25;0,5779;0,627221923;0,09978033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,038592857;PLATEAU;-0,225106612;0,147920898;-8,502939285;"0; 7; 14";"6.9339; 7.0219; 6.3936";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;10;2020-11-02;2020-11-03;40355.00;40355;2078.00;1009.00;10.00;21.00;0.00;;198.00;180.00;0.00;2.01;15.10;44.40;44.50;4.92;7.50;450.00;253.00;200.00;0.00;"Mostrejador automàtic no refrigerat. Refrigerat amb bosses de gel. 
";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DGAN;2020-11-02;2.71;19;32;30;4;4;1;0;3;4;3;2;5;3;0;0;0;0;1;3064;DGAN-2020-11-02;EURECAT;CENTRICON;2020-11-03;MS2;18100000000.00;1000.00;2020-11-04;70.00;1000.00;0.40;175.00;400.00;60.00;5.00;5.83;;MS2;171.43;171.43;0.00;100.00;100.00;22.36;22.64;366490195.25;6.33;0.1417;N1;171.43;171.43;0.00;35.79;34.97;37.47;36.46;23751.38;2.14;10213095514.28;8498202013.04;0,8458;0,715787534;0,195391435;N2;171.43;171.43;0.00;41.57;37.95;39.99;39.24;6777.28;1.60;2914230470.68;3106880809.62;0,2773;0,147278634;0,269348629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,008360714;PLATEAU;-0,198116262;0,181394834;-1,906713407;"0; 14; 28";"4.3757; 3.5299; 4.1416";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;Composta per hores (igual volum per ampolla);1;24;30 min;2020-11-02;2020-11-03;430.00;430;0.00;0.00;0.00;17.20;0.10;0.00;312.00;0.00;0.00;0.72;0.00;49.10;82.52;12.40;7.47;764.00;0.00;0.00;0.00;Mostreig sense incidències. ;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lleida;DFON;2020-11-02;8.86;62;110;129;7;10;9;16;9;6;5;16;9;9;11;7;7;3;5;22005;DFON-2020-11-02;EURECAT;CENTRICON;2020-11-03;MS2;18100000000.00;1000.00;2020-11-04;70.00;1000.00;0.22;318.18;220.00;60.00;5.00;5.83;;MS2;171.43;171.43;0.00;100.00;100.00;20.57;20.01;1756678713.01;7.01;0.6794;N1;171.43;171.43;0.00;35.17;35.15;36.36;36.92;28393.38;2.22;370136080369.74;198471088803.30;1,3228;1,217406942;-0,201675007;N2;171.43;171.43;0.00;36.43;35.50;37.05;37.28;31001.98;2.26;404141833253.82;321685282324.74;0,0893;-0,016057968;-0,08142183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,041889796;PLATEAU;-0,329488717;0,245709125;-9,194907725;"0; 14; 21";"4.4532; 3.1304; 3.7576";Abans de dessorrador/desgreixador;TRUE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;13036.00;13036;641.00;400.00;40.00;20.00;0.00;;200.00;0.00;0.00;0.50;0.00;29.00;43.00;7.80;7.30;506.00;0.00;370.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DFIG;2020-11-02;56.29;394;746;714;94;67;63;59;57;44;10;70;46;46;48;40;4;10;56;52048;DFIG-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;3.00;66.67;300.00;100.00;5.00;1.00;;TGEV;1000.00;1000.00;0.00;21.28;22.10;24.45;24.01;407483.39;2.61;5.9056;N1;1000.00;1000.00;50000.00;29.21;29.19;31.68;31.92;17518084.51;4.24;230730691084155.22;160527347066174.34;0,1796;0,160796003;-0,116864354;;;;;;;;;;;;;;;;IP4;1000.00;1000.00;10000.00;37.34;35.61;35.37;33.97;1012277.23;3.01;13332703412961.90;10381285461844.13;0,1022;0,083370087;-0,016457411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,003428571;PLATEAU;-0,102600189;0,109457332;0,79258218;"0; 7; 14";"7.2435; 7.0639; 7.2915";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;Composta en relació al cabal (diferent volum per ampolla);1;24;;2020-11-02;2020-11-03;13171.00;13171;975.60;216.00;15.00;21.10;0.00;0.00;1255.00;58.40;0.02;0.53;8.75;57.80;81.80;17.50;7.62;1143.00;217.00;580.00;7200000.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tarragona;DFAL;2020-11-02;1.43;10;23;15;5;3;2;0;0;0;0;1;0;1;0;1;0;0;2;2834;DFAL-2020-11-02;EURECAT;CENTRICON;2020-11-03;MS2;18100000000.00;1000.00;2020-11-04;70.00;1000.00;0.40;175.00;400.00;60.00;5.00;5.83;;MS2;171.43;171.43;0.00;100.00;100.00;22.58;22.58;344788472.21;6.30;0.1333;N1;171.43;171.43;0.00;37.09;37.07;36.64;37.44;22132.54;2.11;6927485322.89;26641282590.23;-0,7981;-0,837777099;-0,030904129;N2;171.43;171.43;0.00;41.05;100.00;37.66;100.00;11399.32;1.82;3567988108.46;26238155660.26;0,0757;0,035978676;-0,083647233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0345;PLATEAU;-0,25536055;0,32436055;8,267971513;"0; 7; 14";"4.3450; 5.1431; 4.8280";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;313.00;313;30.00;1.00;30.00;21.00;0.00;;367.00;97.00;0.31;1.13;7.54;72.50;84.60;11.30;7.88;948.00;300.00;575.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DBSS;2020-11-02;1338.00;9366;19073;18294;1872;1729;1737;1399;1567;698;364;1555;1554;1377;1273;1246;522;219;1182;2177393;DBSS-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.36;222.22;140.00;60.00;5.00;2.59;;MS2;385.71;385.71;0.00;100.00;26.77;30.95;30.56;Infinity;Infinity;Infinity;N1;385.71;385.71;3726.00;32.22;32.43;35.28;34.93;89786.07;2.37;31878992219877.44;24302836654899.25;0,1398;0,049309433;-0,083809404;N2;385.71;385.71;3641.14;30.77;30.61;32.83;32.85;64799.26;2.23;23007300352270.68;18602267566286.25;0,0378;-0,052674514;-0,11191549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;385.71;2908.29;3683.57;100.00;31.36;34.40;34.83;107145.80;2.44;38042650477341.33;;NaN;0,289753219;NaN;-0,006585714;PLATEAU;-0,055381858;0,042210429;-1,504977053;"0; 7; 14";"4.9532; 4.8134; 4.8610";Després de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;355055.00;355055;225000.00;5940.00;0.00;21.95;0.00;;390.00;71.00;0.37;1.05;8.71;47.00;0.00;14.60;7.71;984.00;0.00;385.00;0.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DBLN;2020-11-02;27.86;195;365;333;53;36;31;21;30;15;9;27;24;16;22;20;4;9;16;39028;DBLN-2020-11-02;UB_Girones;ultrafiltració;2020-11-03;MS2;0.00;1000.00;2020-11-03;80.00;800.00;0.20;400.00;140.00;60.00;5.00;4.67;;MS2;214.29;214.29;0.00;100.00;28.29;31.51;31.29;Infinity;Infinity;Infinity;N1;214.29;214.29;2070.00;32.57;32.90;35.15;34.61;50543.88;2.37;364168652364.52;380115216762.94;-0,0742;-0,089043315;0,021151025;N2;214.29;214.29;2022.86;31.78;31.58;33.94;33.27;21019.51;1.99;151445567593.73;238902970837.52;-0,4443;-0,459042349;-0,107983048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Adenovirus humans;214.29;1615.71;2046.43;100.00;32.89;35.24;35.61;47614.36;2.35;343061444098.76;;NaN;0,066080231;NaN;-0,03605;PLATEAU;-0,18678686;0,11468686;-7,965639282;"0; 14; 28";"4.7037; 4.7779; 3.6943";Després de dessorrador/desgreixador;FALSE;Manual;8h;;1;24;;2020-11-02;2020-11-02;7205.00;7205;582.00;65.00;0.00;0.00;0.00;;348.00;0.00;0.00;0.00;0.00;81.00;100.00;14.00;7.40;949.00;0.00;300.00;6500000.00;;TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Barcelona;DBER;2020-11-02;16.00;112;240;228;24;23;17;20;17;2;9;14;30;20;17;15;8;2;10;16494;DBER-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;2.50;80.00;300.00;100.00;5.00;1.20;;TGEV;833.33;833.33;0.00;18.28;17.33;22.05;21.91;2343846.44;3.45;33.9688;N1;833.33;833.33;41666.67;26.63;27.06;30.00;30.30;54234265.14;4.81;251866639024385.94;97594961964473.61;1,2557;1,240235917;0,04853481;;;;;;;;;;;;;;;;IP4;833.33;833.33;8333.33;29.02;28.55;31.89;37.72;2705455.57;3.51;12564270917811.18;5349860366102.29;0,8593;0,843871294;0,082019007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,049928571;PLATEAU;-0,521850294;0,421993151;-10,86024654;"0; 7; 14";"7.7343; 6.4786; 7.0353";Després de dessorrador/desgreixador;FALSE;Manual;24h;;1;24;;2020-11-02;2020-11-03;4644.05;4644,05;384.60;104.70;10.00;16.00;0.00;0.00;250.00;0.00;0.00;0.00;0.00;48.44;64.30;6.33;7.41;0.00;0.00;0.00;0.00;;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Girona;DBAY;2020-11-02;33.43;234;477;411;29;42;37;36;46;41;3;54;25;17;14;36;9;3;19;27959;DBAY-2020-11-02;Virus Entèrics-UB;Al(Oh)3;2020-11-03;TGEV;138000000.00;10.00;2020-11-04;200.00;10.00;3.00;66.67;300.00;100.00;5.00;1.00;;TGEV;1000.00;1000.00;0.00;18.30;20.30;24.01;23.94;1065518.83;3.03;15.4423;N1;1000.00;1000.00;50000.00;30.17;30.12;33.64;35.39;5491710.69;3.74;55252101225344.13;30942567894930.05;0,2484;0,229270968;-0,022034463;;;;;;;;;;;;;;;;IP4;1000.00;1000.00;10000.00;34.64;34.31;34.02;32.95;2053053.35;3.31;20655769778317.25;9171528732639.61;0,7339;0,714798789;0,088970439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,036342857;DECREASE;-0,039467477;-0,033218237;-8,027679753;"0; 7; 14";"6.7397; 6.4913; 6.2309";Abans de dessorrador/desgreixador;FALSE;Automàtic;24h;;1;24;20 min;2020-11-02;2020-11-03;10061.00;10061;513.00;3090.00;17.90;20.20;0.00;;2178.00;930.00;0.12;0.30;0.00;41.30;84.80;8.90;8.33;615.00;259.00;400.00;0.00;"MES: 239 mg/l
Sulfats: 575 mg/l
CE:3,11 mS/cm
Ecoli no en fem.
";TRUE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
