NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;No;279.628;1.06661;262.1640;128.9877;9947;1712.9811;93125;38973;7.9656;1163;223;136;5608;4339;5312;4280;83527;36891;248326;10387
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;--;;;0.0000;0.0000;111;0.0000;165;58;13.0000;68;13;1;38;73;16;10;146;54;734;85
CATALUNYA;GLOBAL;2021-04-02;2021-04-08;Si;;;135.2420;67.6210;47;3880.2963;2160;537;2.4027;34;4;9;35;12;38;12;1662;419;1367;439
CATALUNYA;GLOBAL;2021-04-01;2021-04-07;--;;;0.0000;0.0000;113;0.0000;201;51;11.2069;63;13;1;41;72;18;8;185;47;702;89
CATALUNYA;GLOBAL;2021-04-01;2021-04-07;Si;;;129.4870;60.4273;42;3713.4019;2066;515;2.2556;34;4;11;32;10;35;10;1594;401;1303;529
CATALUNYA;GLOBAL;2021-04-01;2021-04-07;No;243.586;0.948802;256.7306;123.1783;9499;1594.5230;85687;37276;8.2547;1176;208;130;5287;4212;5129;4166;77316;35287;229902;13929
CATALUNYA;GLOBAL;2021-03-31;2021-04-06;No;230.178;0.911633;252.4902;118.9120;9170;1509.8193;79906;36525;8.3117;1172;208;127;5023;4147;4787;4097;72310;34575;221011;20480
CATALUNYA;GLOBAL;2021-03-31;2021-04-06;--;;;0.0000;0.0000;114;0.0000;208;55;9.4262;61;12;1;38;76;15;8;193;51;577;72
CATALUNYA;GLOBAL;2021-03-31;2021-04-06;Si;;;116.5383;48.9173;34;3516.2937;1997;447;1.9180;32;3;10;27;7;29;7;1539;338;1422;712
CATALUNYA;GLOBAL;2021-03-30;2021-04-05;No;222.336;0.918498;242.0643;109.1085;8414;1464.4978;79491;33445;7.9664;1141;191;121;4747;3667;4632;3637;72163;31635;236560;24990
CATALUNYA;GLOBAL;2021-03-30;2021-04-05;--;;;0.0000;0.0000;98;0.0000;210;49;9.4262;63;12;0;38;60;17;6;198;46;471;73
CATALUNYA;GLOBAL;2021-03-30;2021-04-05;Si;;;115.0996;44.6011;31;3260.1971;1902;364;1.9362;36;4;10;23;8;26;8;1473;283;1723;903
CATALUNYA;GLOBAL;2021-03-29;2021-04-04;--;;;0.0000;0.0000;109;0.0000;240;63;7.7193;51;11;0;42;67;16;6;225;60;517;83
CATALUNYA;GLOBAL;2021-03-29;2021-04-04;Si;;;132.3645;60.4273;42;3998.2735;2207;572;2.1176;37;2;10;29;13;32;13;1705;420;1766;953
CATALUNYA;GLOBAL;2021-03-29;2021-04-04;No;240.258;0.946546;253.8258;124.2805;9584;1712.2550;93251;38791;7.8500;1172;193;127;5469;4115;5444;4094;84770;36733;244272;26441
CATALUNYA;GLOBAL;2021-03-28;2021-04-03;No;244.806;0.978307;250.2339;121.8685;9398;1713.0460;93879;38224;7.6947;1146;191;131;5401;3997;5392;3967;85443;36186;236234;26440
CATALUNYA;GLOBAL;2021-03-28;2021-04-03;--;;;0.0000;0.0000;102;0.0000;246;64;6.5068;55;11;0;37;65;13;6;230;62;498;83
CATALUNYA;GLOBAL;2021-03-28;2021-04-03;Si;;;136.6808;60.4273;42;3998.2735;2198;581;2.1157;39;3;10;29;13;32;13;1700;427;1765;953
CATALUNYA;GLOBAL;2021-03-27;2021-04-02;--;;;0.0000;0.0000;100;0.0000;270;60;6.7961;50;12;0;40;60;16;5;251;58;517;82
CATALUNYA;GLOBAL;2021-03-27;2021-04-02;Si;;;140.9970;64.7435;45;4094.6694;2260;586;2.1510;38;2;9;31;14;33;14;1754;431;1772;962
CATALUNYA;GLOBAL;2021-03-27;2021-04-02;No;257.526;1.04754;245.8379;120.4940;9292;1756.4352;97620;37829;7.4109;1120;177;127;5409;3883;5406;3824;88702;35844;236097;26403
CATALUNYA;GLOBAL;2021-03-26;2021-04-01;No;293.702;1.15816;253.5924;133.1762;10270;2067.7590;116569;42888;7.0800;1128;192;120;6130;4140;6279;4118;106230;40621;262822;38841
CATALUNYA;GLOBAL;2021-03-26;2021-04-01;--;;;0.0000;0.0000;109;0.0000;320;77;6.2331;48;14;1;47;62;18;5;296;73;684;116
CATALUNYA;GLOBAL;2021-03-26;2021-04-01;Si;;;140.9970;67.6210;47;4429.8971;2453;626;2.0009;43;3;6;30;17;30;17;1896;453;2059;1358
CATALUNYA;GLOBAL;2021-03-25;2021-03-31;Si;;;139.5583;69.0597;48;4520.5380;2495;647;1.9715;40;3;4;32;16;31;16;1921;463;1943;1602
CATALUNYA;GLOBAL;2021-03-25;2021-03-31;No;301.908;1.20283;250.9989;133.5523;10299;2153.5909;121616;44460;6.6980;1070;195;111;6157;4142;6091;4134;110499;42159;245664;51080
CATALUNYA;GLOBAL;2021-03-25;2021-03-31;--;;;0.0000;0.0000;113;0.0000;301;90;6.9638;49;14;1;46;67;18;7;275;84;842;147
CATALUNYA;GLOBAL;2021-03-24;2021-03-30;--;;;0.0000;0.0000;111;0.0000;293;91;6.8376;47;13;2;42;69;16;8;265;86;1076;219
CATALUNYA;GLOBAL;2021-03-24;2021-03-30;Si;;;138.1195;67.6210;47;4451.4783;2441;653;2.0000;49;4;3;34;13;34;13;1882;468;1586;1792
CATALUNYA;GLOBAL;2021-03-24;2021-03-30;No;302.976;1.23073;246.1750;133.5782;10301;2245.6472;127583;45592;6.3603;1033;181;100;6157;4144;6015;4108;115870;43288;198047;63293
CATALUNYA;GLOBAL;2021-03-23;2021-03-29;No;300.608;1.24525;241.4030;132.9558;10253;2346.2362;133831;47101;6.0713;1025;172;105;6102;4151;5990;4103;121465;44775;141005;68644
CATALUNYA;GLOBAL;2021-03-23;2021-03-29;--;;;0.0000;0.0000;111;0.0000;305;94;6.2842;52;12;3;41;70;16;7;277;89;988;244
CATALUNYA;GLOBAL;2021-03-23;2021-03-29;Si;;;132.3645;70.4985;49;4637.0764;2505;718;1.9410;43;3;5;38;11;37;11;1935;538;1115;1775
CATALUNYA;GLOBAL;2021-03-22;2021-03-28;--;;;0.0000;0.0000;108;0.0000;320;100;6.5274;55;12;3;41;67;16;9;289;94;931;251
CATALUNYA;GLOBAL;2021-03-22;2021-03-28;Si;;;130.9258;71.9372;50;4615.4952;2522;686;1.9488;42;3;5;42;8;40;8;1953;510;1176;1848
CATALUNYA;GLOBAL;2021-03-22;2021-03-28;No;294.206;1.24399;236.5013;129.5453;9990;2385.6833;135726;48248;5.7873;1033;169;102;6048;3942;5873;3904;123124;45814;118615;69461
CATALUNYA;GLOBAL;2021-03-21;2021-03-27;No;288.038;1.23333;233.5447;128.3653;9899;2362.6271;133963;48233;5.7529;1009;168;103;5992;3907;5768;3851;121411;45791;114048;69460
CATALUNYA;GLOBAL;2021-03-21;2021-03-27;--;;;0.0000;0.0000;109;0.0000;314;97;6.4516;49;9;3;41;68;15;9;281;91;930;251
CATALUNYA;GLOBAL;2021-03-21;2021-03-27;Si;;;135.2420;76.2535;53;4578.0879;2507;675;2.0859;40;4;5;43;10;41;10;1945;500;1176;1848
CATALUNYA;GLOBAL;2021-03-20;2021-03-26;Si;;;130.9258;76.2535;53;4553.6292;2490;675;2.1048;41;4;6;44;9;42;9;1926;497;1163;1843
CATALUNYA;GLOBAL;2021-03-20;2021-03-26;No;278.286;1.21019;229.9527;125.3438;9666;2308.5396;130191;47834;5.7318;972;178;113;5828;3838;5586;3782;118054;45386;99272;70009
CATALUNYA;GLOBAL;2021-03-20;2021-03-26;--;;;0.0000;0.0000;112;0.0000;305;96;6.0109;47;8;4;39;73;13;9;276;90;894;255
CATALUNYA;GLOBAL;2021-03-19;2021-03-25;--;;;0.0000;0.0000;118;0.0000;302;85;6.7989;41;7;3;39;79;15;9;273;80;728;358
CATALUNYA;GLOBAL;2021-03-19;2021-03-25;Si;;;130.9258;73.3760;51;4569.4554;2512;664;2.1721;37;3;8;43;8;45;8;1949;491;1030;2032
CATALUNYA;GLOBAL;2021-03-19;2021-03-25;No;264.004;1.1758;224.5323;120.4162;9286;2280.8151;128522;47365;5.5569;959;178;105;5507;3779;5291;3689;116630;44971;69494;80089
CATALUNYA;GLOBAL;2021-03-18;2021-03-24;No;252.344;1.15351;218.7617;117.4466;9057;2252.0013;126628;47037;5.4881;941;173;105;5377;3680;5198;3570;115081;44682;38894;89032
CATALUNYA;GLOBAL;2021-03-18;2021-03-24;--;;;0.0000;0.0000;105;0.0000;311;85;5.3371;43;8;3;36;69;11;8;277;79;482;485
CATALUNYA;GLOBAL;2021-03-18;2021-03-24;Si;;;136.6808;70.4985;49;4592.4753;2506;686;2.0774;42;5;7;41;8;43;8;1944;511;824;2279
CATALUNYA;GLOBAL;2021-03-17;2021-03-23;--;;;0.0000;0.0000;94;0.0000;315;86;5.2486;46;9;2;36;58;12;7;282;80;85;531
CATALUNYA;GLOBAL;2021-03-17;2021-03-23;Si;;;133.8033;70.4985;49;4603.9853;2506;694;1.8806;35;4;7;40;9;37;9;1925;521;629;2478
CATALUNYA;GLOBAL;2021-03-17;2021-03-23;No;242.326;1.14037;212.4984;112.5968;8683;2220.6459;124384;46863;5.3747;922;174;109;5183;3500;5036;3434;113100;44490;16291;94621
CATALUNYA;GLOBAL;2021-03-16;2021-03-22;No;234.494;1.13673;206.2870;108.4472;8363;2177.1788;121496;46399;5.2818;927;187;108;5011;3352;4861;3304;110553;44035;12364;97263
CATALUNYA;GLOBAL;2021-03-16;2021-03-22;--;;;0.0000;0.0000;87;0.0000;313;84;4.2254;40;11;1;32;55;9;6;277;78;76;571
CATALUNYA;GLOBAL;2021-03-16;2021-03-22;Si;;;129.4870;61.8660;43;4460.1107;2455;645;1.8244;37;4;7;34;9;32;11;1878;479;571;2691
CATALUNYA;GLOBAL;2021-03-15;2021-03-21;--;;;0.0000;0.0000;82;0.0000;328;78;3.6011;37;11;2;28;54;9;4;289;72;631;616
CATALUNYA;GLOBAL;2021-03-15;2021-03-21;Si;;;126.6095;58.9885;41;4674.4838;2574;675;1.7073;38;5;11;33;8;31;11;1967;493;589;2838
CATALUNYA;GLOBAL;2021-03-15;2021-03-21;No;229.66;1.13813;201.7873;106.9559;8248;2160.8787;120132;46506;5.2654;862;186;101;4918;3330;4808;3274;109347;44146;16507;98495
CATALUNYA;GLOBAL;2021-03-14;2021-03-20;--;;;0.0000;0.0000;81;0.0000;331;82;3.2609;36;11;2;28;53;9;3;294;74;635;616
CATALUNYA;GLOBAL;2021-03-14;2021-03-20;Si;;;138.1195;58.9885;41;4710.4524;2584;690;1.6970;42;4;11;34;7;32;10;1969;506;591;2862
CATALUNYA;GLOBAL;2021-03-14;2021-03-20;No;228.423;1.13947;200.4646;105.1794;8111;2156.2882;119882;46402;5.2115;877;183;98;4838;3273;4754;3231;109168;44051;16659;98526
CATALUNYA;GLOBAL;2021-03-13;2021-03-19;No;227.125;1.13593;199.9459;104.6088;8067;2162.4477;120514;46245;5.1873;894;177;95;4856;3211;4803;3160;109597;43914;18268;98447
CATALUNYA;GLOBAL;2021-03-13;2021-03-19;--;;;0.0000;0.0000;81;0.0000;342;88;3.4483;37;11;2;29;52;10;3;298;79;659;616
CATALUNYA;GLOBAL;2021-03-13;2021-03-19;Si;;;133.8033;54.6723;38;4707.5749;2581;691;1.6188;40;4;10;30;8;29;11;1960;511;627;2958
CATALUNYA;GLOBAL;2021-03-12;2021-03-18;--;;;0.0000;0.0000;73;0.0000;342;99;3.1008;42;11;2;28;45;8;4;298;89;1131;680
CATALUNYA;GLOBAL;2021-03-12;2021-03-18;Si;;;146.7520;57.5498;40;4775.1960;2620;699;1.6446;39;4;12;31;9;29;12;1971;522;604;2743
CATALUNYA;GLOBAL;2021-03-12;2021-03-18;No;221.503;1.1149;198.6751;104.1160;8029;2147.3017;118834;46757;5.1999;904;161;102;4851;3178;4755;3159;107781;44413;26216;88264
CATALUNYA;GLOBAL;2021-03-11;2021-03-17;No;214.485;1.09465;195.9389;101.3150;7813;2119.3178;116406;47027;5.1328;902;161;107;4646;3167;4558;3141;105378;44618;36569;70133
CATALUNYA;GLOBAL;2021-03-11;2021-03-17;--;;;0.0000;0.0000;83;0.0000;335;94;2.8947;42;9;2;31;52;8;3;294;86;1625;885
CATALUNYA;GLOBAL;2021-03-11;2021-03-17;Si;;;148.1907;66.1822;46;4770.8797;2584;732;1.8504;40;3;15;33;13;31;15;1942;544;752;2263
CATALUNYA;GLOBAL;2021-03-10;2021-03-16;--;;;0.0000;0.0000;96;0.0000;333;90;2.6882;42;8;2;29;67;7;3;292;80;1814;868
CATALUNYA;GLOBAL;2021-03-10;2021-03-16;Si;;;152.5070;63.3047;44;4857.2045;2640;736;1.8927;41;4;17;30;14;31;17;1990;546;988;1824
CATALUNYA;GLOBAL;2021-03-10;2021-03-16;No;210.027;1.07403;195.5499;99.9016;7704;2110.3054;116001;46737;5.1038;915;180;120;4515;3189;4474;3152;105055;44363;54149;47236
CATALUNYA;GLOBAL;2021-03-09;2021-03-15;--;;;0.0000;0.0000;107;0.0000;348;91;3.4392;42;6;2;34;73;9;4;299;79;1932;913
CATALUNYA;GLOBAL;2021-03-09;2021-03-15;Si;;;161.1394;67.6210;47;5100.3524;2817;728;1.7783;46;6;16;33;14;33;14;2110;533;1174;1629
CATALUNYA;GLOBAL;2021-03-09;2021-03-15;No;205.664;1.0527;195.3683;97.8398;7545;2119.1233;116775;46643;4.9604;913;170;120;4377;3168;4320;3111;105509;44298;67821;37670
CATALUNYA;GLOBAL;2021-03-08;2021-03-14;No;203.073;1.03518;196.1723;94.8313;7313;2135.2160;117644;47015;4.7539;943;166;131;4182;3131;4102;3067;106138;44663;71533;38932
CATALUNYA;GLOBAL;2021-03-08;2021-03-14;--;;;0.0000;0.0000;107;0.0000;471;92;3.1936;43;6;1;36;71;12;4;420;81;1405;927
CATALUNYA;GLOBAL;2021-03-08;2021-03-14;Si;;;168.3332;67.6210;47;5277.3181;2952;716;1.8048;48;5;14;30;17;33;16;2173;542;1145;1556
CATALUNYA;GLOBAL;2021-03-07;2021-03-13;Si;;;168.3332;79.1309;55;5301.7768;2972;713;2.0528;50;4;13;33;22;37;19;2187;541;1144;1532
CATALUNYA;GLOBAL;2021-03-07;2021-03-13;No;201.119;1.0215;196.8855;95.2852;7348;2137.2908;117743;47076;4.7752;926;172;135;4192;3156;4124;3084;106226;44719;72490;39233
CATALUNYA;GLOBAL;2021-03-07;2021-03-13;--;;;0.0000;0.0000;114;0.0000;596;91;3.6977;49;7;1;42;72;19;4;540;82;1404;928
CATALUNYA;GLOBAL;2021-03-06;2021-03-12;--;;;0.0000;0.0000;130;0.0000;1367;90;2.5381;48;7;0;56;74;31;4;1298;81;1391;961
CATALUNYA;GLOBAL;2021-03-06;2021-03-12;Si;;;166.8944;79.1309;55;5323.3580;2974;726;2.0364;53;4;15;33;22;37;19;2198;552;1138;1476
CATALUNYA;GLOBAL;2021-03-06;2021-03-12;No;196.956;0.996878;197.5728;95.3370;7352;2137.9262;117476;47392;4.7609;958;176;143;4173;3179;4074;3121;106103;45025;73644;40191
CATALUNYA;GLOBAL;2021-03-05;2021-03-11;No;194.104;0.975653;198.9474;94.5590;7292;2149.8822;118199;47591;4.7235;942;187;146;4136;3156;4065;3116;106843;45184;83607;35118
CATALUNYA;GLOBAL;2021-03-05;2021-03-11;--;;;0.0000;0.0000;157;0.0000;2713;86;1.9259;46;6;0;74;83;50;2;2622;78;975;886
CATALUNYA;GLOBAL;2021-03-05;2021-03-11;Si;;;169.7719;89.2022;62;5472.9875;3072;732;2.2631;55;5;13;39;23;42;22;2275;553;1346;1373
CATALUNYA;GLOBAL;2021-03-04;2021-03-10;--;;;0.0000;0.0000;169;0.0000;4092;82;1.8020;47;6;0;90;79;71;2;3976;75;589;575
CATALUNYA;GLOBAL;2021-03-04;2021-03-10;Si;;;162.5782;82.0084;57;5672.9731;3266;677;2.0164;51;4;14;35;22;38;21;2417;509;1569;1289
CATALUNYA;GLOBAL;2021-03-04;2021-03-10;No;194.283;0.961698;202.0207;94.6238;7297;2192.2341;120888;48168;4.6548;969;190;156;4104;3193;4031;3184;109199;45803;100900;26976
CATALUNYA;GLOBAL;2021-03-03;2021-03-09;No;197.111;0.956419;206.0925;95.6483;7376;2233.6393;122459;49790;4.6226;970;186;154;4120;3256;4035;3258;110434;47335;109878;22582
CATALUNYA;GLOBAL;2021-03-03;2021-03-09;--;;;0.0000;0.0000;174;0.0000;5325;93;1.6518;49;7;0;106;68;84;3;5182;85;491;462
CATALUNYA;GLOBAL;2021-03-03;2021-03-09;Si;;;166.8944;89.2022;62;6163.5853;3553;731;1.9975;50;6;15;40;22;43;20;2599;555;1823;1108
CATALUNYA;GLOBAL;2021-03-02;2021-03-08;Si;;;187.0369;93.5184;65;6477.2318;3729;773;2.0000;43;4;15;42;23;46;21;2761;589;1869;1216
CATALUNYA;GLOBAL;2021-03-02;2021-03-08;No;200.887;0.953505;210.6830;97.5285;7521;2279.4146;124621;51158;4.6634;969;179;157;4156;3365;4123;3396;112605;48631;112758;18105
CATALUNYA;GLOBAL;2021-03-02;2021-03-08;--;;;0.0000;0.0000;190;0.0000;6509;97;1.5841;50;7;0;120;70;99;3;6349;90;470;343
CATALUNYA;GLOBAL;2021-03-01;2021-03-07;--;;;0.0000;0.0000;206;0.0000;7638;107;1.5493;50;7;0;133;73;112;5;7452;100;563;283
CATALUNYA;GLOBAL;2021-03-01;2021-03-07;Si;;;189.9143;100.7121;70;7090.1374;4129;799;1.8883;40;4;14;49;21;50;19;3051;603;1866;1155
CATALUNYA;GLOBAL;2021-03-01;2021-03-07;No;207.404;0.952998;217.6335;101.3410;7815;2316.9166;126366;52305;4.8161;955;180;158;4240;3575;4236;3664;114241;49791;107788;13951
CATALUNYA;GLOBAL;2021-02-28;2021-03-06;No;207.571;0.950928;218.2819;101.6003;7835;2313.8822;126119;52318;4.8253;985;182;157;4221;3614;4215;3692;114043;49821;107225;13636
CATALUNYA;GLOBAL;2021-02-28;2021-03-06;--;;;0.0000;0.0000;204;0.0000;7645;103;1.5222;49;9;0;131;73;110;5;7459;96;562;282
CATALUNYA;GLOBAL;2021-02-28;2021-03-06;Si;;;182.7206;89.2022;62;7065.6787;4109;802;1.7019;35;4;18;46;16;46;16;3037;606;1867;1166
CATALUNYA;GLOBAL;2021-02-27;2021-03-05;--;;;0.0000;0.0000;212;0.0000;7922;103;1.6339;51;10;1;139;73;122;6;7738;96;556;246
CATALUNYA;GLOBAL;2021-02-27;2021-03-05;Si;;;192.7918;87.7634;61;7152.0034;4138;833;1.6852;31;5;17;46;15;47;15;3050;629;1857;1159
CATALUNYA;GLOBAL;2021-02-27;2021-03-05;No;210.065;0.953071;220.4086;102.2357;7884;2337.3405;127823;52423;4.8294;960;181;164;4223;3661;4264;3723;115464;49918;106842;11959
CATALUNYA;GLOBAL;2021-02-26;2021-03-04;No;216.127;0.961954;224.6749;104.3883;8050;2382.7397;130470;53277;4.8361;996;182;174;4204;3846;4234;3915;117750;50753;115065;5640
CATALUNYA;GLOBAL;2021-02-26;2021-03-04;--;;;0.0000;0.0000;225;0.0000;8076;106;1.8532;56;10;1;154;71;138;10;7888;98;657;141
CATALUNYA;GLOBAL;2021-02-26;2021-03-04;Si;;;202.8631;80.5697;56;7392.2739;4301;837;1.4508;30;4;16;44;12;45;10;3156;635;1992;1214
CATALUNYA;GLOBAL;2021-02-25;2021-03-03;--;;;0.0000;0.0000;245;0.0000;8084;118;2.0854;59;14;1;167;78;151;16;7900;108;782;80
CATALUNYA;GLOBAL;2021-02-25;2021-03-03;Si;;;227.3217;80.5697;56;7895.8348;4633;855;1.4008;32;4;15;47;9;49;8;3415;654;2208;1393
CATALUNYA;GLOBAL;2021-02-25;2021-03-03;No;222.959;0.96097;232.0145;107.3968;8282;2378.2140;129706;53692;4.9951;1001;181;176;4274;4008;4342;4065;117178;51127;123483;4383
CATALUNYA;GLOBAL;2021-02-24;2021-03-02;--;;;0.0000;0.0000;265;0.0000;8054;112;2.3157;57;13;1;180;85;169;16;7885;104;900;92
CATALUNYA;GLOBAL;2021-02-24;2021-03-02;Si;;;235.9542;77.6922;54;8254.0824;4908;829;1.2748;37;1;16;45;9;45;9;3608;628;2415;1419
CATALUNYA;GLOBAL;2021-02-24;2021-03-02;No;228.157;0.959982;237.6683;110.4442;8517;2399.6882;130992;54062;5.0520;1007;166;178;4397;4120;4423;4167;118509;51523;134661;4066
CATALUNYA;GLOBAL;2021-02-23;2021-03-01;No;233.963;0.953357;245.4099;113.1544;8726;2408.2597;131248;54467;5.1541;1006;173;173;4501;4225;4517;4281;118836;51864;143984;4471
CATALUNYA;GLOBAL;2021-02-23;2021-03-01;--;;;0.0000;0.0000;287;0.0000;8055;111;2.5041;54;15;1;194;93;184;16;7884;103;851;92
CATALUNYA;GLOBAL;2021-02-23;2021-03-01;Si;;;240.2704;93.5184;65;8718.7972;5228;832;1.5250;42;2;16;55;10;58;10;3824;635;2625;1397
CATALUNYA;GLOBAL;2021-02-22;2021-02-28;--;;;0.0000;0.0000;300;0.0000;7764;118;2.6712;52;16;1;196;104;187;19;7603;109;849;167
CATALUNYA;GLOBAL;2021-02-22;2021-02-28;Si;;;263.2904;89.2022;62;8725.9909;5175;890;1.5114;46;2;17;51;11;55;12;3768;665;2876;1688
CATALUNYA;GLOBAL;2021-02-22;2021-02-28;No;238.241;0.953506;249.8578;116.2925;8968;2428.8262;131971;55330;5.2074;1051;171;169;4587;4381;4581;4382;119440;52681;150991;5149
CATALUNYA;GLOBAL;2021-02-21;2021-02-27;No;238.743;0.953982;250.2598;116.6815;8998;2443.7907;132916;55539;5.2016;1029;174;177;4613;4385;4620;4388;120304;52875;150740;5148
CATALUNYA;GLOBAL;2021-02-21;2021-02-27;--;;;0.0000;0.0000;299;0.0000;7759;120;2.6456;51;13;2;194;105;185;19;7600;111;848;167
CATALUNYA;GLOBAL;2021-02-21;2021-02-27;Si;;;267.6066;93.5184;65;8810.8769;5238;886;1.5670;48;2;21;53;12;57;13;3805;662;2903;1684
CATALUNYA;GLOBAL;2021-02-20;2021-02-26;--;;;0.0000;0.0000;292;0.0000;7579;122;2.6414;54;12;1;190;102;180;19;7420;114;851;171
CATALUNYA;GLOBAL;2021-02-20;2021-02-26;Si;;;280.5553;105.0284;73;8976.3326;5385;854;1.6328;50;1;23;59;14;59;15;3893;639;3021;1877
CATALUNYA;GLOBAL;2021-02-20;2021-02-26;No;245.636;0.973905;252.2179;118.1728;9113;2436.4381;132217;55671;5.2765;1013;168;174;4680;4433;4666;4456;119880;52999;149495;5514
CATALUNYA;GLOBAL;2021-02-19;2021-02-25;--;;;0.0000;0.0000;278;0.0000;7539;125;2.4680;53;13;1;177;101;168;17;7380;116;907;204
CATALUNYA;GLOBAL;2021-02-19;2021-02-25;Si;;;294.9428;122.2933;85;9058.3411;5451;845;1.9318;52;1;26;67;18;70;19;3973;634;3011;1988
CATALUNYA;GLOBAL;2021-02-19;2021-02-25;No;254.628;0.993467;256.3026;120.2865;9276;2441.7029;131831;56463;5.3527;1000;169;160;4775;4501;4778;4509;119750;53750;137780;6881
CATALUNYA;GLOBAL;2021-02-18;2021-02-24;No;265.216;1.01946;260.1540;124.6177;9610;2515.6047;135851;58142;5.3907;1014;177;175;4981;4629;5007;4629;123380;55371;115983;7511
CATALUNYA;GLOBAL;2021-02-18;2021-02-24;--;;;0.0000;0.0000;271;0.0000;7629;125;2.3474;49;10;1;172;99;164;14;7465;118;846;225
CATALUNYA;GLOBAL;2021-02-18;2021-02-24;Si;;;342.4214;146.7520;102;9610.8193;5819;861;2.2204;54;2;25;83;19;90;20;4300;654;2624;1990
CATALUNYA;GLOBAL;2021-02-17;2021-02-23;--;;;0.0000;0.0000;265;0.0000;7497;128;2.3810;52;10;1;175;90;164;13;7313;121;849;221
CATALUNYA;GLOBAL;2021-02-17;2021-02-23;Si;;;391.3387;158.2619;110;9923.0271;5925;972;2.2910;55;2;27;90;20;97;20;4373;734;2044;2159
CATALUNYA;GLOBAL;2021-02-17;2021-02-23;No;271.789;1.03728;262.0213;127.2241;9811;2530.3099;136528;58599;5.4565;1011;197;183;5086;4725;5128;4671;123776;55808;90915;7908
CATALUNYA;GLOBAL;2021-02-16;2021-02-22;No;281.279;1.05133;267.5455;132.2555;10199;2569.6662;137749;60413;5.5223;1038;230;214;5268;4931;5227;4836;124665;57559;72845;8010
CATALUNYA;GLOBAL;2021-02-16;2021-02-22;--;;;0.0000;0.0000;257;0.0000;7469;133;2.3973;56;8;1;180;77;163;15;7299;126;1090;247
CATALUNYA;GLOBAL;2021-02-16;2021-02-22;Si;;;480.5409;146.7520;102;10607.8699;6293;1080;2.0502;57;1;26;86;16;94;18;4670;793;1770;2236
CATALUNYA;GLOBAL;2021-02-15;2021-02-21;--;;;0.0000;0.0000;265;0.0000;7448;131;2.4865;58;8;1;188;77;167;17;7277;123;1150;199
CATALUNYA;GLOBAL;2021-02-15;2021-02-21;Si;;;538.0907;174.0881;121;10954.6075;6639;975;2.1909;58;3;28;103;18;107;19;5011;740;1760;2867
CATALUNYA;GLOBAL;2021-02-15;2021-02-21;No;287.772;1.0495;274.1978;133.5652;10300;2542.3178;134882;61171;5.6769;1033;240;233;5288;5012;5266;4952;121894;58099;68411;9250
CATALUNYA;GLOBAL;2021-02-14;2021-02-20;No;287.998;1.04568;275.4167;133.5782;10301;2533.2665;134064;61291;5.6895;1049;236;231;5302;4999;5266;4933;121069;58190;68486;9781
CATALUNYA;GLOBAL;2021-02-14;2021-02-20;--;;;0.0000;0.0000;266;0.0000;7511;134;2.5201;55;9;0;192;74;171;17;7334;126;1168;203
CATALUNYA;GLOBAL;2021-02-14;2021-02-20;Si;;;539.5295;174.0881;121;11066.8297;6674;1018;2.1631;59;3;23;102;19;106;20;5052;773;1731;2861
CATALUNYA;GLOBAL;2021-02-13;2021-02-19;No;284.039;1.02724;276.5060;134.0450;10337;2554.9481;133749;63278;5.6532;1088;236;239;5268;5069;5240;4974;120675;60003;69555;11554
CATALUNYA;GLOBAL;2021-02-13;2021-02-19;--;;;0.0000;0.0000;275;0.0000;7510;135;2.6295;52;8;1;199;76;177;19;7327;127;1226;222
CATALUNYA;GLOBAL;2021-02-13;2021-02-19;Si;;;543.8457;175.5269;122;11153.1544;6662;1090;2.1820;63;3;32;102;20;108;21;5074;838;1662;3192
CATALUNYA;GLOBAL;2021-02-12;2021-02-18;--;;;0.0000;0.0000;296;0.0000;7454;153;2.9388;52;9;1;219;77;196;22;7273;145;1200;252
CATALUNYA;GLOBAL;2021-02-12;2021-02-18;Si;;;561.1107;172.6494;120;12594.7773;7275;1479;1.8751;67;7;33;104;16;107;17;5510;1103;1362;3618
CATALUNYA;GLOBAL;2021-02-12;2021-02-18;No;281.248;0.989989;284.0920;136.0161;10489;2751.3280;135542;76629;5.3250;1152;241;265;5347;5142;5353;5002;122072;72389;66070;15168
CATALUNYA;GLOBAL;2021-02-11;2021-02-17;No;276.572;0.949224;291.3668;135.5363;10452;2946.6834;136691;90545;4.9489;1179;246;269;5306;5146;5273;5032;123000;85227;61989;18925
CATALUNYA;GLOBAL;2021-02-11;2021-02-17;--;;;0.0000;0.0000;289;0.0000;7117;160;3.0145;56;7;1;215;74;191;23;6950;149;1245;321
