NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;IA14;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCRTAR;PCR;TAR;PERC_PCRTAR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-07-05;2020-07-11;No;93.3754;1.83038;51.0141;34.6751;2674;487.1501;37552;15;6.6681;239;31;10;2663;11;2424;4;36398;14;0;0
CATALUNYA;GLOBAL;2020-07-05;2020-07-11;--;;;0.0000;0.0000;69;0.0000;508;0;8.0160;21;4;0;69;0;40;0;499;0;0;0
CATALUNYA;GLOBAL;2020-07-05;2020-07-11;Si;;;188.4756;143.8745;100;4870.1532;3383;2;2.3350;31;2;10;100;0;69;0;2953;2;0;0
CATALUNYA;GLOBAL;2020-07-04;2020-07-10;--;;;0.0000;0.0000;61;0.0000;487;0;8.1590;21;4;0;61;0;39;0;478;0;0;0
CATALUNYA;GLOBAL;2020-07-04;2020-07-10;Si;;;182.7206;151.0682;105;4759.3698;3306;2;2.7093;30;2;9;105;0;78;0;2877;2;0;0
CATALUNYA;GLOBAL;2020-07-04;2020-07-10;No;86.631;1.79587;48.2391;32.7948;2529;473.7936;36523;14;6.4738;227;31;11;2519;10;2288;4;35391;13;0;0
CATALUNYA;GLOBAL;2020-07-03;2020-07-09;No;74.2721;1.72777;42.9872;28.7878;2220;456.9229;35226;10;5.5233;205;27;12;2212;8;1879;3;34065;9;0;0
CATALUNYA;GLOBAL;2020-07-03;2020-07-09;--;;;0.0000;0.0000;46;0.0000;454;0;6.2780;17;3;0;46;0;28;0;446;0;0;0
CATALUNYA;GLOBAL;2020-07-03;2020-07-09;Si;;;179.8431;133.8033;93;4438.5296;3084;1;2.5000;30;2;11;93;0;66;0;2639;1;0;0
CATALUNYA;GLOBAL;2020-07-02;2020-07-08;--;;;0.0000;0.0000;40;0.0000;418;0;6.3570;16;3;0;40;0;26;0;409;0;0;0
CATALUNYA;GLOBAL;2020-07-02;2020-07-08;Si;;;156.8232;119.4158;83;4065.8945;2824;2;2.3146;35;2;11;83;0;54;0;2331;2;0;0
CATALUNYA;GLOBAL;2020-07-02;2020-07-08;No;63.2773;1.65021;38.3449;25.0402;1931;441.3489;34022;13;4.9866;190;23;13;1924;7;1635;3;32836;12;0;0
CATALUNYA;GLOBAL;2020-07-01;2020-07-07;No;54.3126;1.65221;32.8726;22.1355;1707;429.1595;33074;21;4.5135;172;18;17;1697;10;1436;4;31884;20;0;0
CATALUNYA;GLOBAL;2020-07-01;2020-07-07;--;;;0.0000;0.0000;31;0.0000;390;0;4.2105;17;1;0;31;0;16;0;380;0;0;0
CATALUNYA;GLOBAL;2020-07-01;2020-07-07;Si;;;126.6095;90.6409;63;3863.0314;2683;2;1.6841;37;2;10;63;0;37;0;2195;2;0;0
CATALUNYA;GLOBAL;2020-06-30;2020-07-06;Si;;;94.9571;48.9173;34;3709.0856;2575;3;1.4918;35;0;10;34;0;31;0;2076;2;0;0
CATALUNYA;GLOBAL;2020-06-30;2020-07-06;No;48.3231;1.65916;29.1250;19.3086;1489;420.6268;32419;18;4.0041;150;18;18;1479;10;1247;3;31200;18;0;0
CATALUNYA;GLOBAL;2020-06-30;2020-07-06;--;;;0.0000;0.0000;26;0.0000;380;0;3.2520;17;1;0;26;0;12;0;369;0;0;0
CATALUNYA;GLOBAL;2020-06-29;2020-07-05;--;;;0.0000;0.0000;23;0.0000;371;0;3.6212;17;0;0;23;0;13;0;359;0;0;0
CATALUNYA;GLOBAL;2020-06-29;2020-07-05;Si;;;89.2022;43.1623;30;3533.5587;2454;2;1.4872;34;0;10;30;0;29;0;1949;1;0;0
CATALUNYA;GLOBAL;2020-06-29;2020-07-05;No;43.7206;1.68915;25.8831;17.1560;1323;421.8458;32517;14;3.7787;148;16;18;1316;7;1179;3;31267;14;0;0
CATALUNYA;GLOBAL;2020-06-28;2020-07-04;No;41.6979;1.6809;24.8068;16.3390;1260;421.3790;32482;13;3.6665;141;12;18;1254;6;1144;2;31243;13;0;0
CATALUNYA;GLOBAL;2020-06-28;2020-07-04;--;;;0.0000;0.0000;22;0.0000;374;0;3.3149;12;0;0;22;0;12;0;362;0;0;0
CATALUNYA;GLOBAL;2020-06-28;2020-07-04;Si;;;89.2022;44.6011;31;3581.0373;2487;2;1.5221;34;0;12;31;0;30;0;1970;1;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;--;;;0.0000;0.0000;19;0.0000;389;0;2.9178;9;0;0;19;0;11;0;377;0;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;Si;;;76.2535;31.6523;22;3625.6384;2518;2;1.0601;35;0;12;22;0;21;0;1980;1;0;0
CATALUNYA;GLOBAL;2020-06-27;2020-07-03;No;40.0174;1.69002;23.6786;15.4442;1191;425.0747;32765;15;3.4812;143;12;17;1185;6;1095;2;31497;15;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;No;34.9978;1.63668;21.3834;14.1994;1095;430.1061;33151;17;3.1387;141;15;16;1087;8;996;2;31780;17;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;--;;;0.0000;0.0000;23;0.0000;396;0;3.6842;8;0;0;23;0;14;0;380;0;0;0
CATALUNYA;GLOBAL;2020-06-26;2020-07-02;Si;;;77.6922;46.0398;32;3819.8690;2653;2;1.4333;36;0;12;32;0;30;0;2092;1;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;No;31.4277;1.58404;19.8402;13.3046;1026;415.1675;32002;14;2.7525;146;14;17;1019;7;842;2;30649;14;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;--;;;0.0000;0.0000;23;0.0000;418;0;3.2338;8;1;0;23;0;13;0;402;0;0;0
CATALUNYA;GLOBAL;2020-06-25;2020-07-01;Si;;;80.5697;37.4073;26;3612.6897;2510;1;1.2697;34;0;12;26;0;25;0;1969;0;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;--;;;0.0000;0.0000;17;0.0000;371;0;3.0899;6;1;0;17;0;11;0;356;0;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;Si;;;92.0797;35.9686;25;3240.0546;2251;1;1.4261;33;0;13;25;0;25;0;1753;0;0;0
CATALUNYA;GLOBAL;2020-06-24;2020-06-30;No;26.015;1.49158;17.4412;10.7370;828;367.4860;28333;6;2.5132;136;11;10;824;4;681;1;27131;6;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;No;23.2741;1.4393;16.1704;9.8163;757;367.4990;28334;6;2.3024;144;13;7;754;3;623;0;27053;6;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;--;;;0.0000;0.0000;25;0.0000;383;0;4.1096;6;1;0;25;0;15;0;365;0;0;0
CATALUNYA;GLOBAL;2020-06-23;2020-06-29;Si;;;100.7121;46.0398;32;3242.9321;2254;0;1.8868;34;0;12;32;0;32;0;1696;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;--;;;0.0000;0.0000;22;0.0000;376;0;3.3520;8;1;0;22;0;12;0;358;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;Si;;;105.0284;46.0398;32;3301.9207;2295;0;1.8890;30;0;12;32;0;32;0;1694;0;0;0
CATALUNYA;GLOBAL;2020-06-22;2020-06-28;No;20.6418;1.37939;14.9644;8.7271;673;358.3439;27625;9;2.2819;143;16;11;670;3;601;0;26329;9;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;No;19.3075;1.34016;14.4068;8.4677;653;356.3340;27468;11;2.1847;139;16;13;649;4;571;0;26125;11;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;--;;;0.0000;0.0000;22;0.0000;373;0;3.3803;8;1;0;22;0;12;0;355;0;0;0
CATALUNYA;GLOBAL;2020-06-21;2020-06-27;Si;;;113.6608;44.6011;31;3247.2483;2257;0;1.8619;29;0;11;31;0;31;0;1665;0;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;Si;;;113.6608;44.6011;31;3241.4934;2253;0;1.8563;32;0;14;31;0;31;0;1670;0;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;No;17.8868;1.27247;14.0567;8.2343;635;355.0113;27364;13;2.1780;131;14;14;631;4;565;0;25928;13;0;0
CATALUNYA;GLOBAL;2020-06-20;2020-06-26;--;;;0.0000;0.0000;22;0.0000;361;0;3.5191;9;1;0;22;0;12;0;341;0;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;--;;;0.0000;0.0000;18;0.0000;345;0;2.4390;10;1;0;18;0;8;0;328;0;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;Si;;;122.2933;31.6523;22;3146.5362;2187;0;1.3342;34;0;13;22;0;21;0;1574;0;0;0
CATALUNYA;GLOBAL;2020-06-19;2020-06-25;No;15.7856;1.20288;13.1231;7.1839;554;342.3420;26386;14;1.9109;123;11;15;550;4;476;1;24948;14;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;No;14.3401;1.18146;12.1375;6.5356;504;359.8482;27734;16;1.8710;125;14;17;498;6;488;1;26120;16;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;--;;;0.0000;0.0000;17;0.0000;350;0;2.4169;9;0;0;17;0;8;0;331;0;0;0
CATALUNYA;GLOBAL;2020-06-18;2020-06-24;Si;;;120.8546;43.1623;30;3422.7753;2379;0;1.8879;33;0;12;30;0;32;0;1695;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;--;;;0.0000;0.0000;18;0.0000;392;0;2.4324;10;0;0;18;0;9;0;370;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;Si;;;138.1195;56.1110;39;4029.9259;2801;0;2.0334;32;0;12;39;0;39;0;1918;0;0;0
CATALUNYA;GLOBAL;2020-06-17;2020-06-23;No;14.8788;1.152;12.9156;6.7041;517;407.2055;31383;19;1.6872;139;18;20;508;9;497;1;29499;18;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;No;13.954;1.10366;12.6433;6.3540;490;409.1765;31533;21;1.5401;134;16;20;481;9;456;1;29653;20;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;--;;;0.0000;0.0000;10;0.0000;386;0;1.0959;10;0;0;10;0;4;0;365;0;0;0
CATALUNYA;GLOBAL;2020-06-16;2020-06-22;Si;;;138.1195;54.6723;38;4196.8203;2916;1;2.0021;35;1;13;38;0;39;0;1947;1;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;Si;;;171.2107;58.9885;41;4270.1963;2967;1;2.0844;34;2;17;41;0;42;0;2014;1;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;No;13.3264;1.06055;12.5655;6.2373;481;423.4149;32633;19;1.4540;124;14;22;471;10;445;1;30655;18;0;0
CATALUNYA;GLOBAL;2020-06-15;2020-06-21;--;;;0.0000;0.0000;10;0.0000;422;0;0.7500;6;0;0;10;0;3;0;400;0;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;--;;;0.0000;0.0000;9;0.0000;427;0;0.7407;6;0;0;9;0;3;0;405;0;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;Si;;;189.9143;69.0597;48;4332.0624;3010;1;2.4331;36;2;20;48;0;50;0;2054;1;0;0
CATALUNYA;GLOBAL;2020-06-14;2020-06-20;No;12.8272;1.03039;12.4488;5.9391;458;422.9091;32593;20;1.3923;128;15;27;448;10;425;2;30650;19;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;No;12.0816;0.961487;12.5655;5.8224;449;424.3874;32710;17;1.3158;128;15;26;439;10;403;2;30763;16;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;--;;;0.0000;0.0000;9;0.0000;424;0;0.7444;5;0;0;9;0;3;0;403;0;0;0
CATALUNYA;GLOBAL;2020-06-13;2020-06-19;Si;;;197.1081;69.0597;48;4360.8373;3030;1;2.4331;33;2;20;48;0;50;0;2054;1;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;--;;;0.0000;0.0000;9;0.0000;467;0;1.3544;4;0;0;9;0;6;0;443;0;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;Si;;;217.2505;90.6409;63;4874.4694;3387;1;3.0220;30;2;20;63;0;66;0;2183;1;0;0
CATALUNYA;GLOBAL;2020-06-12;2020-06-18;No;11.9286;0.879429;13.5640;5.9391;458;441.2452;34013;14;1.3060;136;19;26;448;10;415;1;31840;13;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;No;11.3438;0.819853;13.8363;5.6019;432;448.7534;34591;15;1.2163;129;20;24;422;10;393;1;32380;14;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;--;;;0.0000;0.0000;10;0.0000;488;0;1.7241;4;0;0;10;0;8;0;464;0;0;0
CATALUNYA;GLOBAL;2020-06-11;2020-06-17;Si;;;240.2704;77.6922;54;4956.4779;3444;1;2.5012;31;2;24;54;0;54;0;2158;1;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;--;;;0.0000;0.0000;11;0.0000;500;0;1.6807;5;0;0;10;1;8;0;476;0;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;Si;;;235.9542;82.0084;57;5143.5148;3574;1;2.6150;36;3;25;57;0;58;0;2217;1;0;0
CATALUNYA;GLOBAL;2020-06-10;2020-06-16;No;11.6756;0.801754;14.5625;6.2114;479;461.0336;35541;12;1.3807;118;18;25;472;7;457;1;33160;12;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;--;;;0.0000;0.0000;11;0.0000;487;0;1.7316;4;0;0;10;1;8;0;462;0;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;Si;;;246.0254;83.4472;58;5500.3237;3822;1;2.8412;35;2;22;58;0;66;0;2322;1;0;0
CATALUNYA;GLOBAL;2020-06-09;2020-06-15;No;11.7363;0.789066;14.8737;6.2892;485;463.0046;35696;9;1.3806;120;19;27;478;7;458;1;33237;9;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;No;11.7862;0.805053;14.6403;6.3281;488;466.9468;36001;8;1.3393;130;21;32;482;6;448;1;33517;8;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;--;;;0.0000;0.0000;11;0.0000;487;0;1.7241;5;0;0;10;1;8;0;464;0;0;0
CATALUNYA;GLOBAL;2020-06-08;2020-06-14;Si;;;250.3417;112.2221;78;5789.5115;4023;1;3.1289;38;1;20;78;0;76;0;2428;1;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;--;;;0.0000;0.0000;11;0.0000;502;0;1.6736;6;0;0;10;1;8;0;478;0;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;Si;;;244.5867;120.8546;84;5898.8561;4099;1;3.2706;37;1;19;84;0;80;0;2445;1;0;0
CATALUNYA;GLOBAL;2020-06-07;2020-06-13;No;12.9921;0.866695;14.9904;6.5096;502;473.1712;36483;6;1.3666;133;26;31;496;6;463;1;33946;6;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;No;14.7442;0.938905;15.7036;6.7431;520;484.4140;37352;4;1.4148;140;32;34;514;6;491;1;34771;4;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;--;;;0.0000;0.0000;12;0.0000;522;0;1.8036;6;0;0;11;1;9;0;499;0;0;0
CATALUNYA;GLOBAL;2020-06-06;2020-06-12;Si;;;271.9228;128.0483;89;6110.3517;4246;1;3.4318;37;1;21;89;0;86;0;2505;1;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;--;;;0.0000;0.0000;12;0.0000;593;0;1.3986;7;0;1;11;1;8;0;572;0;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;Si;;;297.8203;126.6095;88;6425.4370;4465;1;3.2270;43;1;24;88;0;87;0;2695;1;0;0
CATALUNYA;GLOBAL;2020-06-05;2020-06-11;No;16.1376;0.97148;16.6113;7.6248;588;497.2648;38343;4;1.6039;151;28;34;584;4;571;1;35660;4;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;--;;;0.0000;0.0000;11;0.0000;646;0;0.9631;11;1;1;10;1;6;0;623;0;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;Si;;;333.7889;162.5782;113;6920.3654;4809;1;3.2844;43;1;25;113;0;94;0;2861;1;0;0
CATALUNYA;GLOBAL;2020-06-04;2020-06-10;No;17.2;0.97961;17.5579;8.2343;635;509.6358;39296;5;1.6948;154;29;35;631;4;615;2;36401;5;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;No;17.5148;0.967526;18.1026;8.3510;644;519.4133;40043;12;1.6764;166;27;35;638;6;619;2;37031;12;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;--;;;0.0000;0.0000;10;0.0000;661;0;0.9404;12;1;1;10;0;6;0;638;0;0;0
CATALUNYA;GLOBAL;2020-06-03;2020-06-09;Si;;;333.7889;153.9457;107;6940.5078;4823;1;3.2315;40;0;36;107;0;92;0;2846;1;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;--;;;0.0000;0.0000;11;0.0000;671;0;1.2308;11;2;1;11;0;8;0;650;0;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;Si;;;362.5638;162.5782;113;6662.8300;4631;0;3.1272;41;0;43;113;0;87;0;2782;0;0;0
CATALUNYA;GLOBAL;2020-06-02;2020-06-08;No;18.1069;0.947305;19.1140;8.5844;662;512.5535;39500;26;1.7113;173;26;35;656;6;623;2;36498;25;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;No;18.6134;0.921302;20.2033;8.3121;641;488.3431;37603;56;1.7794;173;25;27;635;6;618;2;34789;55;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;--;;;0.0000;0.0000;12;0.0000;633;0;1.6367;12;2;1;12;0;10;0;611;0;0;0
CATALUNYA;GLOBAL;2020-06-01;2020-06-07;Si;;;401.4099;138.1195;96;6375.0809;4427;4;2.9029;37;0;45;96;0;78;0;2684;3;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;--;;;0.0000;0.0000;12;0.0000;649;0;1.5974;12;3;1;12;0;10;0;626;0;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;Si;;;415.7974;123.7321;86;6708.8698;4659;4;2.3983;39;1;54;86;0;69;0;2874;3;0;0
CATALUNYA;GLOBAL;2020-05-31;2020-06-06;No;18.1488;0.856523;21.1888;8.4807;654;499.9491;38491;63;1.7708;175;20;27;649;5;631;1;35628;62;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;--;;;0.0000;0.0000;13;0.0000;723;0;1.5759;15;4;1;13;0;11;0;698;0;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;Si;;;453.2048;143.8745;100;7357.7440;5109;5;2.5099;40;1;56;100;0;82;0;3264;3;0;0
CATALUNYA;GLOBAL;2020-05-30;2020-06-05;No;16.7948;0.782565;21.4612;8.9605;691;516.9494;39802;63;1.8142;172;18;24;685;6;669;1;36868;62;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;No;16.7657;0.761425;22.0188;8.9864;693;520.1265;40019;91;1.7478;170;22;31;683;10;647;2;37044;89;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;--;;;0.0000;0.0000;15;0.0000;684;0;2.1244;13;4;0;15;0;14;0;659;0;0;0
CATALUNYA;GLOBAL;2020-05-29;2020-06-04;Si;;;520.8258;171.2107;119;7587.9433;5269;5;2.9688;37;1;61;119;0;101;0;3399;3;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;--;;;0.0000;0.0000;20;0.0000;754;0;2.6099;10;3;0;20;0;19;0;728;0;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;Si;;;540.9682;171.2107;119;8220.9912;5709;5;3.1871;46;2;61;119;0;117;0;3668;3;0;0
CATALUNYA;GLOBAL;2020-05-28;2020-06-03;No;18.0566;0.766768;23.5489;9.3236;719;533.8331;41050;117;1.7638;171;19;36;709;10;671;3;38098;115;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;No;19.0497;0.7945;23.9769;9.7515;752;532.8865;40955;139;1.8149;168;21;40;741;11;689;4;38047;136;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;--;;;0.0000;0.0000;22;0.0000;849;0;2.5393;9;4;0;22;0;21;0;827;0;0;0
CATALUNYA;GLOBAL;2020-05-27;2020-06-02;Si;;;638.8029;179.8431;125;8423.8543;5849;6;3.1870;43;2;55;125;0;122;0;3824;4;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;--;;;0.0000;0.0000;23;0.0000;953;0;2.2678;11;3;0;23;0;21;0;926;0;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;Si;;;671.8941;199.9856;139;9423.7824;6540;10;3.2588;42;3;55;139;0;137;0;4196;8;0;0
CATALUNYA;GLOBAL;2020-05-26;2020-06-01;No;21.1127;0.834505;25.2995;10.5296;812;555.6704;42701;150;1.9218;169;28;47;800;12;759;4;39554;148;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;--;;;0.0000;0.0000;24;0.0000;1030;0;2.0000;14;4;0;24;0;20;0;1000;0;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;Si;;;690.5977;263.2904;183;10507.1577;7296;7;3.5782;45;4;60;182;1;169;0;4717;6;0;0
CATALUNYA;GLOBAL;2020-05-25;2020-05-31;No;23.4026;0.8664;27.0113;11.8912;917;596.2457;45837;143;2.0163;170;32;52;896;21;852;4;42314;141;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;No;24.1365;0.892285;27.0502;12.7081;980;604.0911;46430;155;2.1431;169;31;55;959;21;918;4;42869;152;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;--;;;0.0000;0.0000;25;0.0000;1077;0;2.0096;13;3;0;25;0;21;0;1045;0;0;0
CATALUNYA;GLOBAL;2020-05-24;2020-05-30;Si;;;700.6690;292.0653;203;10938.7813;7596;7;3.8564;53;3;58;202;1;189;0;4895;6;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;--;;;0.0000;0.0000;24;0.0000;1085;1;1.8957;10;2;0;24;0;20;0;1054;1;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;Si;;;704.9852;309.3302;215;11649.5216;8090;7;3.7689;57;3;65;214;1;199;0;5273;7;0;0
CATALUNYA;GLOBAL;2020-05-23;2020-05-29;No;25.669;0.945313;27.1539;12.5006;964;602.8981;46308;185;2.0767;170;27;66;943;21;888;5;42820;180;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;No;28.5391;1.05101;27.1539;13.0323;1005;602.6517;46293;181;2.1700;163;29;68;982;23;929;5;42865;176;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;--;;;0.0000;0.0000;23;0.0000;1124;1;1.6468;14;2;0;23;0;18;0;1092;1;0;0
CATALUNYA;GLOBAL;2020-05-22;2020-05-28;Si;;;717.9339;349.6151;243;12650.8884;8786;7;3.9156;62;3;66;242;1;219;0;5586;7;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;--;;;0.0000;0.0000;17;0.0000;1068;1;1.1583;17;2;0;17;0;12;0;1035;1;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;Si;;;772.6062;369.7575;257;13652.2552;9481;8;3.9083;63;2;70;256;1;237;0;6056;8;0;0
CATALUNYA;GLOBAL;2020-05-21;2020-05-27;No;30.8053;1.13882;27.0502;14.2253;1097;607.8905;46698;180;2.3990;191;32;76;1071;26;1037;3;43177;174;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;No;32.4433;1.19823;27.0761;14.2253;1097;611.6252;46982;184;2.3434;205;34;85;1070;27;1019;4;43476;178;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;--;;;0.0000;0.0000;14;0.0000;1007;1;1.0309;15;1;0;14;0;10;0;969;1;0;0
CATALUNYA;GLOBAL;2020-05-20;2020-05-26;Si;;;845.9823;458.9597;319;15001.7984;10418;9;4.4182;66;2;77;318;1;295;0;6669;8;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;No;33.4961;1.23297;27.1669;14.7699;1139;620.5468;47666;188;2.4439;215;27;95;1111;28;1076;6;44093;180;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;--;;;0.0000;0.0000;16;0.0000;910;1;1.2557;15;1;0;16;0;11;0;875;1;0;0
CATALUNYA;GLOBAL;2020-05-19;2020-05-25;Si;;;886.2671;471.9084;328;15554.2766;10805;6;4.2358;75;2;80;326;2;304;0;7172;5;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;--;;;0.0000;0.0000;18;0.0000;869;1;1.5550;10;0;1;18;0;13;0;835;1;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;Si;;;856.0535;427.3073;297;15967.1966;11091;7;3.8697;76;2;70;296;1;285;0;7359;6;0;0
CATALUNYA;GLOBAL;2020-05-18;2020-05-24;No;33.7883;1.24018;27.2447;15.1201;1166;625.5653;48063;178;2.4622;228;29;101;1142;24;1093;6;44464;170;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;No;32.6981;1.22464;26.7000;14.3420;1106;612.7145;47069;181;2.3810;229;32;107;1081;25;1033;7;43507;173;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;--;;;0.0000;0.0000;17;0.0000;788;1;1.5810;11;0;1;17;0;12;0;758;1;0;0
CATALUNYA;GLOBAL;2020-05-17;2020-05-23;Si;;;858.9310;408.6036;284;16086.6124;11169;12;3.6133;72;2;70;283;1;271;0;7489;11;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;--;;;0.0000;0.0000;16;0.0000;702;0;1.6418;15;0;1;16;0;11;0;670;0;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;Si;;;900.6546;395.6549;275;15643.4788;10860;13;3.6436;69;2;67;274;1;265;0;7261;12;0;0
CATALUNYA;GLOBAL;2020-05-16;2020-05-22;No;31.7875;1.17965;26.9464;14.6532;1130;615.8785;47326;168;2.4716;233;34;107;1102;28;1075;9;43697;162;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;No;29.2452;1.11481;26.2332;14.1216;1089;596.8163;45855;169;2.4544;255;33;114;1064;25;1031;10;42250;163;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;--;;;0.0000;0.0000;15;0.0000;580;0;1.8248;15;0;1;15;0;10;0;548;0;0;0
CATALUNYA;GLOBAL;2020-05-15;2020-05-21;Si;;;889.1446;368.3188;256;14726.9980;10221;15;3.5760;73;2;77;255;1;251;0;7005;14;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;No;26.7551;1.08878;24.5734;12.8248;989;583.9136;44879;150;2.1937;248;33;110;963;26;897;12;41291;145;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;--;;;0.0000;0.0000;18;0.0000;497;0;2.5641;14;0;1;18;0;12;0;468;0;0;0
CATALUNYA;GLOBAL;2020-05-14;2020-05-20;Si;;;912.1645;402.8487;280;13908.3519;9653;14;3.8507;79;2;82;279;1;262;0;6791;13;0;0
